"TYPE","id0","MEAN","STD","CNT","lemmas","definition","examples"
"src0","oewn-06783960-n",0.5,0.97182531580755,10.0,"['deal', 'bargain']","an agreement between parties (usually arrived at after discussion) fixing obligations of each","['he made a bargain with the devil', 'he rose to prominence through a series of shady deals']"
"src0","oewn-10714546-n",0.14285714285714285,0.37796447300922725,7.0,"['mate', 'teammate']","a fellow member of a team","['it was his first start against his former teammates']"
"src0","oewn-01915519-v",1.2222222222222223,1.092906420717,9.0,"['circumnavigate', 'compass']","travel around, either by plane or ship","['We compassed the earth']"
"src0","oewn-02309962-v",0.8888888888888888,1.0540925533894598,9.0,"['collect', 'roll up', 'pile up', 'accumulate', 'amass', 'compile', 'hoard']","get or gather together","[""I am accumulating evidence for the man's unfaithfulness to his wife"", 'She is amassing a lot of data for her thesis', 'She rolled up a small fortune']"
"src0","oewn-00065229-r",-0.18181818181818182,1.0787197799411874,11.0,"['mathematically']","with respect to mathematics","['mathematically impossible']"
"src0","oewn-01908923-v",0.25,1.2817398889233114,8.0,"['walk']","use one's feet to advance; advance by steps","[""Walk, don't run!"", 'We walked instead of driving', 'She walks with a slight limp', 'The patient cannot walk yet', 'Walk over to the cabinet']"
"src0","oewn-00072347-s",-1.0,1.4142135623730951,5.0,"['taken']","be affected with an indisposition","['the child was taken ill', ""couldn't tell when he would be taken drunk""]"
"src0","oewn-13952885-n",1.2222222222222223,1.092906420717,9.0,"['confidence', 'trust']","a trustful relationship","['he took me into his confidence', 'he betrayed their trust']"
"src0","oewn-00813037-v",0.2222222222222222,2.1081851067789197,9.0,"['avoid']","stay clear from; keep away from; keep out of the way of someone or something","['Her former friends now avoid her']"
"src0","oewn-02581808-v",0.875,0.9910312089651149,8.0,"['fox', 'play a trick on', 'fob', 'play a joke on', 'trick', 'play tricks', 'flim-flam', 'pull a fast one on']","deceive somebody","['We tricked the teacher into thinking that class would be cancelled next week']"
"src0","oewn-09628155-n",0.3,0.6749485577105528,10.0,"['self']","a person considered as a unique individual","[""one's own self""]"
"src0","oewn-02449895-a",-1.25,1.0350983390135313,8.0,"['bottom']","situated at the bottom or lowest position","['the bottom drawer']"
"src0","oewn-00775175-s",1.3636363636363635,1.3618169680781096,11.0,"['clear', 'percipient']","characterized by ease and quickness in perceiving","['clear mind', 'a percipient author']"
"src0","oewn-00235558-v",0.5555555555555556,0.8819171036881969,9.0,"['harness', 'rule', 'rein']","keep in check","[""rule one's temper""]"
"src0","oewn-08327879-n",0.18181818181818182,0.6030226891555273,11.0,"['council']","a body serving in an administrative capacity","['student council']"
"src0","oewn-08681598-n",0.14285714285714285,0.37796447300922725,7.0,"['top']","the upper part of anything","['the mower cuts off the tops of the grass', 'the title should be written at the top of the first page']"
"src0","oewn-03827711-n",0.0,0.0,8.0,"['newspaper', 'paper']","the physical object that is the product of a newspaper publisher","['when it began to rain he covered his head with a newspaper']"
"src0","oewn-09912796-n",1.2727272727272727,1.1908743922772957,11.0,"['captain', 'chieftain']","the leader of a group of people","['a captain of industry']"
"src0","oewn-01201442-s",0.4,0.9660917830792959,10.0,"['steadying']","causing to become steady","['had a steadying effect on her nerves']"
"src0","oewn-01120599-s",-0.2727272727272727,1.1908743922772957,11.0,"['put on', 'assumed', 'false', 'sham', 'fictive', 'pretended', 'fictitious']","adopted in order to deceive","['an assumed name', 'an assumed cheerfulness', 'a fictitious address', 'fictive sympathy', 'a pretended interest', 'a put-on childish voice', 'sham modesty']"
"src0","oewn-01748696-v",0.1111111111111111,0.3333333333333333,9.0,"['set', 'typeset']","set in type","['My book will be typeset nicely', 'set these words in italics']"
"src0","oewn-01027321-s",0.1,1.1972189997378646,10.0,"['rigid', 'stiff']","incapable of or resistant to bending","['a rigid strip of metal', 'a table made of rigid plastic', 'a palace guardsman stiff as a poker', 'stiff hair', 'a stiff neck']"
"src0","oewn-02767092-v",0.2727272727272727,0.6466697906828632,11.0,"['catch']","start burning","['The fire caught']"
"src0","oewn-00002935-r",-0.375,0.9161253813129043,8.0,"['barely', 'just']","by a little","['I only just caught the bus', 'he finished the marathon in just under 3 hours', 'it was barely 5 a.m.', 'the network has barely 5 percent of viewers', 'the batter just missed being hit']"
"src0","oewn-02452658-v",1.4,1.1737877907772671,10.0,"['indorse', 'endorse', 'certify']","guarantee as meeting a certain standard","['certified grade AAA meat']"
"src0","oewn-00836873-s",0.9,1.5238839267549948,10.0,"['working']","serving to permit or facilitate further work or activity","['discussed the working draft of a peace treaty', 'they need working agreements with their neighbor states on interstate projects']"
"src0","oewn-00213902-r",0.2727272727272727,0.6466697906828632,11.0,"['ever so', 'ever']","(intensifier for adjectives) very","['she was ever so friendly']"
"src0","oewn-02504601-a",0.2222222222222222,0.97182531580755,9.0,"['used']","employed in accomplishing something","['the principle of surprise is the most used and misused of all the principles of war']"
"src0","oewn-00079883-r",1.8888888888888888,0.6009252125773316,9.0,"['actively']","in an active manner","['he participated actively in the war']"
"src0","oewn-13955981-n",1.1,1.3703203194062976,10.0,"['challenge']","a demanding or stimulating situation","['they reacted irrationally to the challenge of Russian power']"
"src0","oewn-02309650-s",1.4444444444444444,1.740051084818425,9.0,"['steady-going', 'dependable', 'rock-steady']","consistent in performance or behavior","[""dependable in one's habits"", 'a steady-going family man']"
"src0","oewn-02238540-a",0.2,0.6324555320336759,10.0,"['numerical', 'mathematical']","relating to or having ability to think in or work with numbers","['tests for rating numerical aptitude', 'a mathematical whiz']"
"src0","oewn-07437965-n",-0.2,1.1352924243950933,10.0,"['turn', 'twist', 'turn of events']","an unforeseen development","['events suddenly took an awkward turn']"
"src0","oewn-00729216-a",-1.2222222222222223,1.3017082793177757,9.0,"['dependent']","relying on or requiring a person or thing for support, supply, or what is needed","['dependent children', 'dependent on moisture']"
"src0","oewn-00555887-n",-1.2222222222222223,1.481365736219265,9.0,"['upset', 'derangement', 'overthrow']","the act of disturbing the mind or body","['his carelessness could have caused an ecological upset', 'she was unprepared for this sudden overthrow of their normal way of living']"
"src0","oewn-02468337-a",1.1,1.1005049346146119,10.0,"['untroubled']","not beset by troubles or disturbance or distress","['seemed untroubled by doubts of any kind', 'untroubled sleep', 'a kind untroubled face']"
"src0","oewn-05104623-n",0.8,0.7888106377466155,10.0,"['highness']","a high degree (of amount or force etc.)","['responsible for the highness of the rates']"
"src0","oewn-02046082-v",0.0,1.1547005383792515,10.0,"['circulate']","move around freely from person to person or from place to place","['She circulates among royalty']"
"src0","oewn-13796315-n",0.2727272727272727,0.4670993664969138,11.0,"['speck', 'tinge', 'touch', 'pinch', 'hint', 'jot', 'mite', 'soupcon']","a slight but appreciable amount","['this dish could use a touch of garlic']"
"src0","oewn-03063024-a",-0.09090909090909091,0.5393598899705937,11.0,"['bureaucratic']","of or relating to or resembling a bureaucrat or bureaucracy","['his bureaucratic behavior annoyed his colleagues', 'a bureaucratic nightmare']"
"src0","oewn-01576107-v",0.3333333333333333,0.7071067811865476,9.0,"['rip', 'rive', 'rend', 'pull']","tear or be torn violently","['The curtain ripped from top to bottom', 'pull the cooked chicken into strips']"
"src0","oewn-05081943-n",0.0,0.4714045207910317,10.0,"['position', 'spatial relation']","the spatial property of a place where or way in which something is situated","['the position of the hands on the clock', 'he specified the spatial relations of every piece of furniture on the stage']"
"src0","oewn-04764142-n",-1.6,1.1737877907772671,10.0,"['precariousness', 'uncertainty', 'uncertainness']","being unsettled or in doubt or dependent on chance","['the uncertainty of the outcome', 'the precariousness of his income']"
"src0","oewn-01571411-v",-1.5,1.6035674514745464,8.0,"['repress', 'stifle', 'strangle', 'muffle', 'smother']","suppress in order to conceal or hide","['smother a yawn', ""muffle one's anger"", 'strangle a laugh', 'repress a cry of fear']"
"src0","oewn-13606632-n",0.2222222222222222,0.4409585518440985,9.0,"['constant']","a number representing a quantity assumed to have a fixed value in a specified mathematical context","['the velocity of light is a constant']"
"src0","oewn-02740827-v",-1.5,0.9718253158075502,10.0,"['hang']","be menacing, burdensome, or oppressive","['This worry hangs on my mind', 'The cloud of suspicion hangs over her']"
"src0","oewn-00492836-s",0.0,0.4472135954999579,11.0,"['odd']","not easily explained","['it is odd that his name is never mentioned']"
"src0","oewn-01642647-v",0.5555555555555556,1.2360330811826103,9.0,"['strike', 'coin', 'mint']","form by stamping, punching, or printing","['strike coins', 'strike a medal']"
"src0","oewn-07512937-n",-0.16666666666666666,0.408248290463863,6.0,"['fancy', 'partiality', 'fondness']","a predisposition to like something","['he had a fondness for whiskey', 'she had dismissed him quite brutally, relegating him to the status of a passing fancy, or less']"
"src0","oewn-00451646-v",0.4,0.6992058987801011,10.0,"['clear']","remove (people) from a building","['clear the patrons from the theater after the bomb threat']"
"src0","oewn-01929790-a",-0.5454545454545454,1.2933395813657265,11.0,"['unquiet']","characterized by unrest or disorder","['unquiet days of riots', 'following the assassination of Martin Luter King ours was an unquiet nation', 'spent an unquiet night tossing and turning']"
"src0","oewn-00574305-n",0.5,1.509230856356236,10.0,"['approach', 'approach shot']","a relatively short golf shot intended to put the ball onto the putting green","['he lost the hole when his approach rolled over the green']"
"src0","oewn-05675040-n",0.2,0.7888106377466155,10.0,"['practice']","knowledge of how something is usually done","['it is not the local practice to wear shorts to dinner']"
"src0","oewn-06277798-n",0.0,0.0,7.0,"['newspaper', 'paper']","a daily or weekly publication on folded sheets; contains news and articles and advertisements","['he read his newspaper at breakfast']"
"src0","oewn-00547033-v",1.4,0.9660917830792958,10.0,"['make']","develop into","['He will make a splendid father!']"
"src0","oewn-01011246-s",1.2,1.0327955589886444,10.0,"['unbounded', 'boundless', 'limitless']","seemingly boundless in amount, number, degree, or especially extent","['unbounded enthusiasm', 'children with boundless energy', 'a limitless supply of money']"
"src0","oewn-04691697-n",0.2,0.6324555320336759,10.0,"['glory', 'resplendency', 'resplendence']","brilliant radiant beauty","['the glory of the sunrise']"
"src0","oewn-00364086-n",1.3,0.9486832980505138,10.0,"['increase', 'step-up']","the act of increasing something","['he gave me an increase in salary']"
"src0","oewn-00131209-r",1.4,1.505545305418162,10.0,"['professionally']","in a professional manner","['professionally trained staff']"
"src0","oewn-14033234-n",0.625,0.7440238091428449,8.0,"['play']","a state in which action is feasible","['the ball was still in play', ""insiders said the company's stock was in play""]"
"src0","oewn-02016784-s",0.7,0.9486832980505138,10.0,"['brilliant', 'bright']","clear and sharp and ringing","['the bright sound of the trumpet section', 'the brilliant sound of the trumpets']"
"src0","oewn-01019807-a",0.4444444444444444,0.5270462766947299,9.0,"['first']","highest in pitch or chief among parts or voices or instruments or orchestra sections","['first soprano', 'the first violin section', 'played first horn']"
"src0","oewn-01847749-s",-0.2727272727272727,1.3483997249264843,11.0,"['inevitable']","invariably occurring or appearing","['the inevitable changes of the seasons']"
"src0","oewn-00633399-v",0.5,0.9718253158075502,10.0,"['opine', 'imagine', 'suppose', 'reckon', 'think', 'guess']","expect, believe, or suppose","['I imagine she earned a lot of money with her new novel', 'I thought to find her in a bad state', ""he didn't think to find her in the kitchen"", 'I guess she is angry at me for standing her up']"
"src0","oewn-15165852-n",0.375,0.7440238091428449,8.0,"['life']","the period from the present until death","['he appointed himself emperor for life']"
"src0","oewn-01259362-n",1.9090909090909092,0.9438798074485389,11.0,"['lead']","a position of being the initiator of something and an example that others will follow (especially in the phrase `take the lead')","['he takes the lead in any group', 'we were just waiting for someone to take the lead', ""they didn't follow our lead""]"
"src0","oewn-00654957-a",0.0,1.699673171197595,10.0,"['critical']","at or of a point at which a property or phenomenon suffers an abrupt change especially having enough mass to sustain a chain reaction","['a critical temperature of water is 100 degrees C--its boiling point at standard atmospheric pressure', 'critical mass', 'go critical']"
"src0","oewn-05171628-n",0.7777777777777778,1.092906420717,9.0,"['richness']","the quality of having high intrinsic value","['the richness of the mines and pastureland', 'the cut of her clothes and the richness of the fabric were distinctive']"
"src0","oewn-00054050-r",1.0,1.0,9.0,"['practically']","in a practical manner","['practically orientated institutions such as business schools', 'a brilliant man but so practically inept that he needed help to cross the road safely']"
"src0","oewn-01207904-s",0.5714285714285714,1.9880595947760098,7.0,"['dominating', 'overlooking', 'commanding']","used of a height or viewpoint","['a commanding view of the ocean', 'looked up at the castle dominating the countryside', 'the balcony overlooking the ballroom']"
"src0","oewn-13881240-n",0.2222222222222222,1.092906420717,9.0,"['change']","a relational difference between states; especially between states before and after some event","['he attributed the change to their marriage']"
"src0","oewn-00784271-s",0.5,0.8498365855987974,10.0,"['outlined', 'defined']","showing clearly the outline or profile or boundary","['hills defined against the evening sky', 'the setting sun showed the outlined figure of a man standing on the hill']"
"src0","oewn-13962925-n",0.4,0.699205898780101,10.0,"['point', 'level', 'stage', 'degree']","a specific identifiable position in a continuum or series or especially in a process","['a remarkable degree of frankness', 'at what stage are the social sciences?']"
"src0","oewn-02143239-v",0.5,0.7559289460184545,8.0,"['develop']","make visible by means of chemical solutions","['Please develop this roll of film for me']"
"src0","oewn-01751668-s",0.2727272727272727,0.6466697906828632,11.0,"['discernible']","capable of being perceived clearly","['an essay with a meaning that was not always discernible']"
"src0","oewn-01945125-s",1.3333333333333333,1.118033988749895,9.0,"['true']","rightly so called","['true courage', 'a spirit which true men have always admired', 'a true friend']"
"src0","oewn-05625839-n",0.2222222222222222,1.092906420717,9.0,"['wit', 'brain', 'brainpower', 'mental capacity', 'learning ability', 'mentality']","mental ability","[""he's got plenty of brains but no common sense""]"
"src0","oewn-02546367-v",0.1,1.5238839267549946,10.0,"['serve', 'attend', 'attend to', 'assist', 'wait on']","work for, or be a servant to","['May I serve you?', 'She attends the old lady in the wheelchair', 'Can you wait on our table, please?', 'Is a salesperson assisting you?', 'The minister served the King for many years']"
"src0","oewn-01923165-s",-0.9090909090909091,1.044465935734187,11.0,"['debatable', 'problematical', 'problematic']","open to doubt or debate","['If you ever get married, which seems to be extremely problematic']"
"src0","oewn-00984495-s",-2.375,0.5175491695067657,8.0,"['lazy']","moving slowly and gently","['up a lazy river', 'lazy white clouds', 'at a lazy pace']"
"src0","oewn-02735694-v",0.5,0.7071067811865476,10.0,"['go']","be ranked or compare","['This violinist is as good as Juilliard-trained violinists go']"
"src0","oewn-01065803-s",0.5,0.8498365855987975,10.0,"['escaped', 'at large', 'loose', 'on the loose']","having escaped, especially from confinement","['a convict still at large', 'searching for two escaped prisoners', 'dogs loose on the streets', 'criminals on the loose in the neighborhood']"
"src0","oewn-00165213-s",1.2222222222222223,1.2018504251546631,9.0,"['engrossed', 'rapt', 'intent', 'wrapped', 'enwrapped', 'captive', 'absorbed']","giving or marked by complete attention to","['that engrossed look of rapt delight', 'enwrapped in dreams', 'so intent on this fantastic...narrative that she hardly stirred', 'rapt with wonder', 'wrapped in thought']"
"src0","oewn-00638592-s",-1.5555555555555556,1.2360330811826106,9.0,"['unmanageable', 'uncorrectable', 'uncontrollable']","incapable of being controlled or managed","['uncontrollable children', 'an uncorrectable habit']"
"src0","oewn-07426451-n",-0.2,0.6324555320336759,10.0,"['play', 'shimmer']","a weak and tremulous light","['the shimmer of colors on iridescent feathers', 'the play of light on the water']"
"src0","oewn-00025699-r",0.1,0.31622776601683794,10.0,"['anyplace', 'anywhere']","at or in or to any place","['you can find this food anywhere']"
"src0","oewn-01932107-s",1.25,0.7071067811865475,8.0,"['logical', 'coherent', 'lucid']","capable of thinking and expressing yourself in a clear and consistent manner","['a lucid thinker', 'she was more coherent than she had been just after the accident']"
"src0","oewn-01353131-v",0.9,1.286683937707919,10.0,"['force']","do forcibly; exert force","[""Don't force it!""]"
"src0","oewn-02288414-s",0.8888888888888888,0.9279607271383371,9.0,"['whipping', 'snappy']","smart and fashionable","['snappy conversation', 'some sharp and whipping lines']"
"src0","oewn-00540785-a",1.7272727272727273,1.2720777563426766,11.0,"['concentrated']","gathered together or made less diffuse","['their concentrated efforts', 'his concentrated attention', 'concentrated study', 'a narrow thread of concentrated ore']"
"src0","oewn-00009062-r",-0.45454545454545453,1.1281521496355325,11.0,"['entirely', 'alone', 'exclusively', 'solely', 'only']","without any others being included or involved","['was entirely to blame', 'a school devoted entirely to the needs of problem children', 'he works for Mr. Smith exclusively', 'did it solely for money', 'the burden of proof rests on the prosecution alone', 'a privilege granted only to him']"
"src0","oewn-00237448-n",2.0,1.0690449676496976,8.0,"['accession', 'rise to power']","the act of attaining or gaining access to a new office or right or position (especially the throne)","[""Elizabeth's accession in 1558""]"
"src0","oewn-02006442-v",0.1111111111111111,1.8333333333333333,9.0,"['fire']","drive out or away by or as if by fire","['The soldiers were fired', 'Surrender fires the cold skepticism']"
"src0","oewn-01381355-s",1.2727272727272727,0.9045340337332909,11.0,"['apprehended', 'comprehended', 'appreciated']","fully understood or grasped","['dangers not yet appreciated', 'these apprehended truths', 'a thing comprehended is a thing known as fully as it can be known']"
"src0","oewn-00040548-a",0.5,0.8498365855987975,10.0,"['active']","(of e.g. volcanoes) erupting or liable to erupt","['active volcanoes']"
"src0","oewn-02902437-a",0.45454545454545453,0.8201995322647244,11.0,"['mechanical', 'technical', 'mechanically skillful']","relating to or concerned with machinery or tools","['mechanical arts', 'mechanical design', 'mechanical skills', 'a technical fault']"
"src0","oewn-14501093-n",-1.0,1.3228756555322951,9.0,"['victimization']","adversity resulting from being made a victim","['his victimization infuriated him']"
"src0","oewn-08480980-n",0.7,1.0593499054713802,10.0,"['treasure']","a collection of precious things","['the trunk held all her meager treasures']"
"src0","oewn-13443005-n",0.0,0.5,9.0,"['budget']","a sum of money allocated for a particular purpose","['the laboratory runs on a budget of a million a year']"
"src0","oewn-00697955-v",1.2222222222222223,0.8333333333333334,9.0,"['reexamine', 'review']","look at again; examine again","[""let's review your situation""]"
"src0","oewn-03009524-n",0.5,0.7071067811865476,10.0,"['change']","a thing that is different","['he inspected several changes before selecting one']"
"src0","oewn-07240675-n",-0.2222222222222222,1.7873008824606014,9.0,"['threat']","a warning that something unpleasant is imminent","['they were under threat of arrest']"
"src0","oewn-06705943-n",1.0,1.3333333333333333,10.0,"['kudos', 'extolment', 'praise', 'congratulations']","an expression of approval and commendation","['he always appreciated praise for his work']"
"src0","oewn-01221083-n",1.3333333333333333,1.0,9.0,"['admiration', 'appreciation']","a favorable judgment","['a small token in admiration of your works']"
"src0","oewn-01339037-s",1.25,1.164964745021435,8.0,"['prehensile']","having a keen intellect","['poets--those gifted strangely prehensile men']"
"src0","oewn-00281430-n",1.3,1.1595018087284057,10.0,"['movement']","the act of changing the location of something","['the movement of cargo onto the vessel']"
"src0","oewn-00033687-a",-2.0,0.9258200997725514,8.0,"['inactive']","not active physically or mentally","['illness forced him to live an inactive life', 'dreamy and inactive by nature']"
"src0","oewn-00544490-v",2.2,0.7888106377466155,10.0,"['develop', 'grow']","grow emotionally or mature","['The child developed beautifully in her new kindergarten', 'When he spent a summer at camp, the boy grew noticeably and no longer showed some of his old adolescent behavior']"
"src0","oewn-05963348-n",0.3333333333333333,0.5,9.0,"['thought']","the organized beliefs of a period or group or individual","['19th century thought', 'Darwinian thought']"
"src0","oewn-08289573-n",0.5,1.0801234497346435,10.0,"['score']","a set of twenty members","['a score were sent out but only one returned']"
"src0","oewn-02582052-s",-1.0,1.224744871391589,9.0,"['wacky', 'goofy', 'zany', 'silly', 'whacky']","ludicrous, foolish","['wore a goofy hat', 'a silly idea', 'some wacky plan for selling more books']"
"src0","oewn-00293663-r",0.4,0.6992058987801011,10.0,"['sequentially', 'consecutive']","in a sequential manner","['we numbered the papers consecutively']"
"src0","oewn-00513139-a",-1.875,1.246423454758225,8.0,"['incompetent']","not qualified or suited for a purpose","['an incompetent secret service', 'the filming was hopelessly incompetent']"
"src0","oewn-13485760-n",1.1111111111111112,1.1666666666666667,9.0,"['development', 'developing']","processing a photosensitive material in order to make an image visible","['the development and printing of his pictures took only two hours']"
"src0","oewn-10559272-n",-2.142857142857143,1.2149857925879117,7.0,"['rat', 'stinker', 'skunk', 'puke', 'bum', 'crumb', 'so-and-so', 'scumbag', 'dirty dog', 'git', 'lowlife', 'rotter', 'stinkpot', 'scum bag']","a person who is deemed to be despicable or contemptible","['only a rotter would do that', 'kill the rat', 'throw the bum out', 'you cowardly little pukes!', ""the British call a contemptible person a `git'""]"
"src0","oewn-00329328-n",0.2727272727272727,1.009049958219026,11.0,"['slide', 'coast', 'glide']","the act of moving smoothly along a surface while remaining in contact with it","[""his slide didn't stop until the bottom of the hill"", 'the children lined up for a coast down the snowy slope']"
"src0","oewn-00769680-v",0.8888888888888888,0.927960727138337,9.0,"['sell']","persuade somebody to accept something","['The French try to sell us their image as great lovers']"
"src0","oewn-02537084-a",0.7,1.0593499054713802,10.0,"['wanted']","desired or wished for or sought","[""couldn't keep her eyes off the wanted toy"", 'a wanted criminal', 'a wanted poster']"
"src0","oewn-05961846-n",0.0,0.0,11.0,"['theory']","a belief that can guide behavior","['the architect has a theory that more is less', 'they killed him on the theory that dead men tell no tales']"
"src0","oewn-13736289-n",0.0,0.0,9.0,"['degree']","a unit of temperature on a specified scale","['the game was played in spite of the 40-degree temperature']"
"src0","oewn-02653395-v",0.3,1.2516655570345725,10.0,"['possess']","enter into and control, as of emotions or ideas","['What possessed you to buy this house?', 'A terrible rage possessed her']"
"src0","oewn-01543782-v",0.9,0.5676462121975466,10.0,"['incorporate']","unite or merge with something already in existence","['incorporate this document with those pertaining to the same case']"
"src0","oewn-02132531-v",1.1111111111111112,0.927960727138337,9.0,"['discover']","see for the first time; make a discovery","['Who discovered the North Pole?']"
"src0","oewn-04682671-n",1.0,1.5118578920369088,8.0,"['impression', 'effect']","an outward appearance","['he made a good impression', 'I wanted to create an impression of success', 'she retained that bold effect in her reproductions of the original painting']"
"src0","oewn-02706632-v",0.0,0.0,10.0,"['go']","be contained in","['How many times does 18 go into 54?']"
"src0","oewn-00039000-n",0.7272727272727273,1.4206272622267313,11.0,"['course', 'course of action']","a mode of action","['if you persist in that course you will surely fail', 'once a nation is embarked on a course of action it becomes extremely difficult for any retraction to take place']"
"src0","oewn-05832256-n",0.5555555555555556,0.881917103688197,9.0,"['grounds', 'evidence']","your basis for belief or disbelief; knowledge on which to base belief","['the evidence that smoking causes lung cancer is very compelling']"
"src0","oewn-02353564-v",0.2222222222222222,1.7873008824606014,9.0,"['charge', 'send', 'commit', 'institutionalise', 'institutionalize']","cause to be admitted; of persons to an institution","['After the second episode, she had to be committed', 'he was committed to prison']"
"src0","oewn-05877576-n",0.1111111111111111,0.6009252125773316,9.0,"['element', 'ingredient', 'constituent', 'component', 'factor']","an abstract part of something","['jealousy was a component of his character', 'two constituents of a musical composition are melody and harmony', 'the grammatical elements of a sentence', 'a key factor in her success', 'humor: an effective ingredient of a speech']"
"src0","oewn-00450164-s",-0.4,0.9660917830792958,10.0,"['close together', 'approximate']","located close together","['with heads close together', 'approximate leaves grow together but are not united']"
"src0","oewn-02134174-v",0.7272727272727273,0.9045340337332909,11.0,"['see']","see and understand, have a good eye","['The artist must first learn to see']"
"src0","oewn-01114325-n",0.4444444444444444,1.0137937550497031,9.0,"['marketing']","the commercial processes involved in promoting and selling and distributing a product or service","['most companies have a manager in charge of marketing']"
"src0","oewn-01998349-s",1.9,0.8755950357709131,10.0,"['single-minded', 'resolved']","determined","['she was firmly resolved to be a doctor', 'single-minded in his determination to stop smoking']"
"src0","oewn-01824894-a",0.5,0.7559289460184544,8.0,"['plus']","on the positive side or higher end of a scale","['a plus value', 'temperature of plus 5 degrees', 'a grade of C plus']"
"src0","oewn-01337350-a",1.0909090909090908,1.044465935734187,11.0,"['intelligent']","having the capacity for thought and reason especially to a high degree","['is there intelligent life in the universe?']"
"src0","oewn-00591133-v",0.0,1.4142135623730951,10.0,"['follow']","grasp the meaning","['Can you follow her argument?', 'When he lectures, I cannot follow']"
"src0","oewn-00791150-s",0.8888888888888888,1.6914819275153699,9.0,"['peremptory', 'autocratic', 'magisterial', 'dominating', 'bossy', 'high-and-mighty']","offensively self-assured or given to exercising usually unwarranted power","['an autocratic person', 'autocratic behavior', 'a bossy way of ordering others around', 'a rather aggressive and dominating character', 'managed the employees in an aloof magisterial way', 'a swaggering peremptory manner']"
"src0","oewn-00459310-n",-0.7,1.1595018087284057,10.0,"['down']","(American football) a complete play to advance the football","['you have four downs to gain ten yards']"
"src0","oewn-14013987-n",0.6666666666666666,0.8660254037844386,9.0,"['clear']","the state of being free of suspicion","['investigation showed that he was in the clear']"
"src0","oewn-00094214-v",1.8,1.2292725943057183,10.0,"['develop', 'get', 'grow', 'acquire', 'produce']","come to have or undergo a change of (physical features and attributes)","['He grew a beard', 'The patient developed abdominal pains', 'I got funny spots all over my body', 'Well-developed breasts']"
"src0","oewn-01813404-s",0.1111111111111111,0.7817359599705717,9.0,"['easy']","affording pleasure","['easy good looks']"
"src0","oewn-02468933-v",-1.5454545454545454,1.0357254813546264,11.0,"['avoid']","refrain from doing something","[""He should avoid publishing his wife's memories""]"
"src0","oewn-02302830-s",1.625,1.0606601717798212,8.0,"['definitive', 'authoritative']","of recognized authority or excellence","['the definitive work on Greece']"
"src0","oewn-01951756-s",-1.1818181818181819,0.7507571935295484,11.0,"['reasonless', 'senseless', 'mindless']","not marked by the use of reason","['mindless violence', 'reasonless hostility', 'a senseless act']"
"src0","oewn-01034072-n",0.6,0.9660917830792958,10.0,"['service', 'religious service', 'divine service']","the act of public worship following prescribed rules","['the Sunday service']"
"src0","oewn-02648322-v",-1.9,1.7919573407620817,10.0,"['procrastinate', 'dillydally', 'shillyshally', ""drag one's heels"", 'stall', ""drag one's feet"", 'dilly-dally']","postpone doing what one should be doing","['He did not want to write the letter and procrastinated for days']"
"src0","oewn-02161274-v",0.0,0.0,9.0,"['clear']","go away or disappear","['The fog cleared in the afternoon']"
"src0","oewn-00165166-n",0.625,0.7440238091428449,8.0,"['assignment', 'assigning']","the act of distributing something to designated places or persons","['the first task is the assignment of an address to each datum']"
"src0","oewn-01295534-s",-0.2727272727272727,1.1037127426019047,11.0,"['disposed', 'apt', 'given', 'tending', 'minded']","(usually followed by `to') naturally disposed toward","['he is apt to ignore matters he considers unimportant', 'I am not minded to answer any questions']"
"src0","oewn-02069082-s",-0.9,0.9944289260117533,10.0,"['down']","being put out in a game of baseball","['two down in the bottom of the ninth']"
"src0","oewn-00051355-r",1.3636363636363635,1.9116865471476894,11.0,"['firm', 'unwaveringly', 'steadfastly', 'firmly']","with resolute determination","['we firmly believed it', 'you must stand firm']"
"src0","oewn-01925383-a",-0.5454545454545454,1.1281521496355325,11.0,"['quiet']","free of noise or uproar; or making little if any sound","['a quiet audience at the concert', 'the room was dark and quiet']"
"src0","oewn-01989937-v",-0.7,1.70293863659264,10.0,"['drop', 'sink', 'drop down']","fall or descend to a lower place or level","['He sank to his knees']"
"src0","oewn-00684149-v",0.0,0.6666666666666666,10.0,"['assess']","estimate the value of (property) for taxation","[""Our house hasn't been assessed in years""]"
"src0","oewn-01243464-a",1.0,0.9258200997725515,8.0,"['running']","(of fluids) moving or issuing in a stream","['as mountain stream with freely running water', 'hovels without running water']"
"src0","oewn-02655932-v",0.45454545454545453,0.9341987329938275,11.0,"['populate', 'live', 'inhabit', 'dwell']","be an inhabitant of or reside in","['People lived in Africa millions of years ago', 'The people inhabited the islands that are now deserted', 'this kind of fish dwells near the bottom of the ocean', 'deer are populating the woods']"
"src0","oewn-07490504-n",-1.4444444444444444,1.6666666666666667,9.0,"['defeat', 'licking']","an unsuccessful ending to a struggle or contest","['it was a narrow defeat', ""the army's only defeat"", 'they suffered a convincing licking']"
"src0","oewn-00416162-r",0.7142857142857143,0.9511897312113419,7.0,"['optimistically']","with optimism; in an optimistic manner","[""`We have a good chance of winning,' he exclaimed optimistically""]"
"src0","oewn-00621992-n",1.125,1.4577379737113252,8.0,"['labour', 'toil', 'labor']","productive work (especially physical work done for wages)","['his labor did not require a great deal of skill']"
