"id0","lemmas","definition","examples","antonym_ids","antonym_lemmas","antonym_defs","antonym_examples"
"oewn-00058666-r","['straight', 'directly', 'flat']","in a forthright manner; candidly or frankly","[""he didn't answer directly"", 'told me straight out', 'came out flat for less work and more pay']","['oewn-00058897-r']","[['indirectly']]","['not in a forthright manner']","[['he answered very indirectly']]"
"oewn-01936911-a","['ready']","completely prepared or in condition for immediate action or use or progress","['get ready', 'she is ready to resign', 'the bridge is ready to collapse', 'I am ready to work', 'ready for action', 'ready for use', 'the soup will be ready in a minute', 'ready to learn to read']","['oewn-01938650-a']","[['unready']]","['not prepared or in a state of readiness; slow to understand or respond']","[['she cursed her unready tongue']]"
"oewn-00005204-a","['absolute']","perfect or complete or pure","['absolute loyalty', 'absolute silence', 'absolute truth', 'absolute alcohol']","['oewn-00006050-a']","[['comparative', 'relative']]","['estimated by comparison; not absolute or complete']","[['a relative stranger']]"
"oewn-00311895-v","['blur', 'dim', 'slur']","become vague or indistinct","['The distinction between the two theories blurred']","['oewn-00315583-v']","[['focalise', 'focalize', 'focus']]","['become focussed or come into focus']","[['The light focused']]"
"oewn-00160255-v","['assimilate']","become similar in sound","['The nasal assimilates to the following consonant']","['oewn-00160820-v']","[['dissimilate']]","['become dissimilar by changing the sound qualities']","[['These consonants dissimilate']]"
"oewn-01919581-a","['qualified']","limited or restricted; not absolute","['gave only qualified approval']","['oewn-01920096-a']","[['unqualified']]","['not limited or restricted']","[['an unqualified denial']]"
"oewn-01215141-a","['low']","less than normal in degree or intensity or amount","['low prices', 'the reservoir is low']","['oewn-01213526-a']","[['high']]","['greater than normal in quantity or amount']","[['a high temperature', 'a high price', 'the high point of his career', 'high risks', 'has high hopes', 'the river is high', 'he has a high opinion of himself']]"
"oewn-00558935-a","['unconditioned', 'unconditional']","not conditional","['unconditional surrender']","['oewn-00557545-a']","[['conditional']]","['imposing or depending on or containing a condition']","[['conditional acceptance of the terms', 'lent conditional support', 'the conditional sale will not be complete until the full purchase price is paid']]"
"oewn-02431242-v","['close', 'close up', 'fold', 'shut down', 'close down']","cease to operate or cause to cease operating","['The owners decided to move and to close the factory', 'My business closes every night at 8 P.M.', 'close up the shop']","['oewn-02431018-v']","[['open', 'open up']]","['start to operate or function or cause to start operating or functioning']","[['open a business']]"
"oewn-00768463-v","['persuade']","cause somebody to adopt a certain position, belief, or course of action; twist somebody's arm","[""You can't persuade me to buy this ugly vase!""]","['oewn-00772186-v']","[['dissuade', 'deter']]","['turn away from by persuasion']","[['Negative campaigning will only dissuade people']]"
"oewn-02638434-v","['miss', 'lack']","be without","['This soup lacks salt', 'There is something missing in my jewelry box!']","['oewn-02636270-v']","[['have', 'feature']]","['have as a feature']","[['This restaurant features the most famous chefs in France']]"
"oewn-02587499-a","['temporal', 'worldly', 'secular']","characteristic of or devoted to the temporal world as opposed to the spiritual world","['worldly goods and advancement', 'temporal possessions of the church']","['oewn-02588673-a']","[['unworldly']]","['not concerned with the temporal world or swayed by mundane considerations']","[['was unworldly and did not greatly miss worldly rewards']]"
"oewn-00863798-a","['theoretic', 'theoretical']","concerned primarily with theories or hypotheses rather than practical considerations","['theoretical science']","['oewn-00862104-a']","[['empirical', 'empiric']]","['derived from experiment and observation rather than theory']","[['an empirical basis for an ethical theory', 'empirical laws', 'empirical data', 'an empirical treatment of a disease about which little is known']]"
"oewn-02294393-a","['written']","systematically collected and written down","['written laws']","['oewn-02294659-a']","[['unwritten']]","['based on custom rather than documentation']","[['an unwritten law', 'rites...so ancient that they well might have had their unwritten origins in Aurignacian times']]"
"oewn-00316996-v","['appreciate', 'apprise', 'revalue', 'apprize']","gain in value","['The yen appreciated again!']","['oewn-00315821-v']","[['undervalue', 'devalue', 'depreciate', 'devaluate']]","['lose in value']","[['The dollar depreciated again']]"
"oewn-00473338-a","['reported']","made known or told about; especially presented in a formal account","['his reported opinion', 'the reported findings']","['oewn-00473956-a']","[['unreported']]","['not reported']","[['unreported results']]"
"oewn-00036138-r","['jolly', 'reasonably', 'pretty', 'fairly', 'moderately', 'middling', 'passably', 'somewhat']","to certain extent or degree","['pretty big', 'pretty bad', 'jolly decent of him', 'the shoes are priced reasonably', 'he is fairly clever with computers']","['oewn-00036472-r']","[['unreasonably', 'immoderately']]","['to a degree that exceeds the bounds of reason or moderation']","[['his prices are unreasonably high']]"
"oewn-00647861-a","['credible', 'believable']","capable of being believed","['completely credible testimony', 'credible information']","['oewn-00648515-a']","[['unbelievable', 'incredible']]","['beyond belief or understanding']","[['at incredible speed', ""the book's plot is simply incredible""]]"
"oewn-00504245-v","['stimulate', 'excite']","act as a stimulant","['The book stimulated her imagination', 'This play stimulates']","['oewn-00391513-v']","[['stifle', 'dampen']]","['suppress or constrain so as to lessen in intensity']","[['Stifle your curiosity']]"
"oewn-00159450-v","['assimilate']","become similar to one's environment","['Immigrants often want to assimilate quickly']","['oewn-00160461-v']","[['dissimilate']]","['become dissimilar or less similar']","[['These two related tribes of people gradually dissimilated over time']]"
"oewn-01635891-a","['apologetic', 'excusatory']","offering or expressing apology","['an apologetic note', 'an apologetic manner']","['oewn-01636454-a']","[['unapologetic']]","['unwilling to make or express an apology']","[['an unapologetic believer']]"
"oewn-02251311-a","['bumpy', 'jolty', 'rocky', 'jumpy', 'jolting', 'rough']","causing or characterized by jolts and irregular movements","['a rough ride']","['oewn-02251155-a']","[['smooth']]","['of motion that runs or flows or proceeds without jolts or turbulence']","[['a smooth ride']]"
"oewn-00440298-v","['speed', 'speed up', 'accelerate']","cause to move faster","['He accelerated the car']","['oewn-00439450-v']","[['slow down', 'decelerate']]","['reduce the speed of']","[['He slowed down the car']]"
"oewn-00850483-a","['assigned']","appointed to a post or duty","['assigned personnel', 'assigned duties']","['oewn-00850845-a']","[['unassigned']]","['not assigned']","[['unassigned personnel']]"
"oewn-00943706-a","['explicit', 'expressed']","precisely and clearly expressed or readily observable; leaving nothing to implication","['explicit instructions', 'she made her wishes explicit', 'explicit sexual scenes']","['oewn-00944754-a']","[['implicit', 'inexplicit']]","['implied though not directly expressed; inherent in the nature of something']","[['an implicit agreement not to raise the subject', 'there was implicit criticism in his voice', 'anger was implicit in the argument', 'the oak is implicit in the acorn']]"
"oewn-00513958-v","['enable']","render capable or able for some task","['This skill will enable you to find a job on Wall Street', 'The rope enables you to secure yourself when you climb the mountain']","['oewn-00513267-v']","[['disenable', 'incapacitate', 'disable']]","['make unable to perform a certain action']","[['disable this command on your computer']]"
"oewn-01996751-a","['resolute']","firm in purpose or belief; characterized by firmness and determination","['stood resolute against the enemy', 'faced with a resolute opposition', 'a resolute and unshakeable faith']","['oewn-01999231-a']","[['irresolute']]","['uncertain how to act or proceed']","[['the committee was timid and mediocre and irresolute']]"
"oewn-01322826-a","['guiltless', 'clean-handed', 'innocent']","free from evil or guilt","['an innocent child', 'the principle that one is innocent until proved guilty']","['oewn-01323940-a']","[['guilty']]","['responsible for or chargeable with a reprehensible act']","[['guilty of murder', 'the guilty person', 'secret guilty deeds']]"
"oewn-13825643-n","['passive voice', 'passive']","the voice used to indicate that the grammatical subject of the verb is the recipient (not the source) of the action denoted by the verb","[""`The ball was thrown by the boy' uses the passive voice"", ""`The ball was thrown' is an abbreviated passive""]","['oewn-13825370-n']","[['active', 'active voice']]","['the voice used to indicate that the grammatical subject of the verb is performing the action or causing the happening denoted by the verb']","[[""`The boy threw the ball' uses the active voice""]]"
"oewn-01471012-a","['lucky']","having or bringing good fortune","['my lucky day', 'a lucky man']","['oewn-01471597-a']","[['unlucky', 'luckless']]","['having or bringing misfortune']","[['Friday the 13th is an unlucky date']]"
"oewn-02292463-v","['lose']","miss from one's possessions; lose sight of","[""I've lost my glasses again!""]","['oewn-02290474-v']","[['find', 'regain']]","['come upon after searching; find the location of something that was missed or lost']","[['Did you find your glasses?', 'I cannot find my gloves!']]"
"oewn-07556441-n","['hope']","the general feeling that some desire will be fulfilled","['in spite of his troubles he never gave up hope']","['oewn-07557311-n']","[['despair']]","['the feeling that everything is wrong and nothing will turn out well']","[['they moaned in despair and dismay', 'one harsh word would send her into the depths of despair']]"
"oewn-00803980-v","['allow', 'let', 'permit', 'countenance']","consent to, give permission; permit","['She permitted her son to visit her estranged husband', ""I won't let the police search her basement"", 'I cannot allow you to see your exam']","['oewn-00797525-v']","[['veto', 'forbid', 'interdict', 'proscribe', 'disallow', 'nix', 'prohibit']]","['command against']","[['I forbid you to call me late at night', 'Mother vetoed the trip to the chocolate store', 'Dad nixed our plans']]"
"oewn-00632373-a","['brainwashed']","subjected to intensive forced indoctrination resulting in the rejection of old beliefs and acceptance of new ones","['brainwashed prisoners of war', 'captive audiences for TV commercials can become brainwashed consumers']","['oewn-00632649-a']","[['unbrainwashed']]","['not successfully subjected to brainwashing']","[['despite the torture and the psychological pressure some POWs remained unbrainwashed']]"
"oewn-01959843-v","['ride']","be carried or travel on or in a vehicle","['I ride to work in a bus', 'He rides the subway downtown every day']","['oewn-01908923-v']","[['walk']]","[""use one's feet to advance; advance by steps""]","[[""Walk, don't run!"", 'We walked instead of driving', 'She walks with a slight limp', 'The patient cannot walk yet', 'Walk over to the cabinet']]"
"oewn-00200994-r","['fearfully']","in fear","['she hurried down the stairs fearfully']","['oewn-00201116-r']","[['intrepidly', 'fearlessly', 'dauntlessly']]","['without fear']","[['fearlessly, he led the troops into combat']]"
"oewn-00835886-a","['operative']","being in force or having or exerting force","['operative regulations', 'the major tendencies operative in the American political system']","['oewn-00837114-a']","[['inoperative']]","['not working or taking effect']","[['an inoperative law']]"
"oewn-01126538-a","['go']","functioning correctly and ready for action","['all systems are go']","['oewn-01126764-a']","[['no-go']]","['not functioning properly or in suitable condition for proceeding']","[['the space launch was no-go']]"
"oewn-00584163-a","['discernible', 'discernable']","perceptible by the senses or intellect","['things happen in the earth and sky with no discernible cause', 'the newspaper reports no discernible progress in the negotiations', 'the skyline is easily discernible even at a distance of several miles']","['oewn-00584515-a']","[['indiscernible']]","['difficult or impossible to perceive or discern']","[['an indiscernible increase in temperature']]"
"oewn-01244800-a","['pass', 'passing']","of advancing the ball by throwing it","['a team with a good passing attack', 'a pass play']","['oewn-01244630-a']","[['running']]","['of advancing the ball by running']","[[""the team's running plays worked better than its pass plays""]]"
"oewn-01481963-v","['choke up', 'stuff', 'lug', 'block']","obstruct","['My nose is all stuffed', 'Her arteries are blocked']","['oewn-01482312-v']","[['unstuff', 'loosen up']]","['cause to become unblocked']","[['The medicine unstuffed my nose in minutes!']]"
"oewn-01782757-a","['physical']","involving the body as distinguished from the mind or spirit","['physical exercise', 'physical suffering', 'was sloppy about everything but her physical appearance']","['oewn-01784531-a']","[['mental']]","['involving the mind or an intellectual process']","[['mental images of happy times', 'mental calculations', 'in a terrible mental state', 'mental suffering', 'free from mental defects']]"
"oewn-00572854-a","['conscious']","knowing and perceiving; having awareness of surroundings and sensations and thoughts","['remained conscious during the operation', 'conscious of his faults', 'became conscious that he was being followed']","['oewn-00573907-a']","[['unconscious']]","['not conscious; lacking awareness and the capacity for sensory perception as if asleep or dead']","[['lay unconscious on the floor']]"
"oewn-02535365-a","['invulnerable']","immune to attack; impregnable","['gunners raked the beach from invulnerable positions on the cliffs']","['oewn-02533434-a']","[['vulnerable']]","['susceptible to attack']","[['a vulnerable bridge']]"
"oewn-01507886-v","['draw in', 'draw', 'pull', 'attract', 'pull in']","direct toward itself or oneself by means of some psychological power or physical attributes","['Her good looks attract the stares of many men', 'The ad pulled in many potential customers', 'This pianist pulls huge crowds', 'The store owner was happy that the ad drew in many new customers']","['oewn-01508789-v']","[['push back', 'drive', 'beat back', 'repel', 'repulse', 'force back']]","['cause to move back by force or influence']","[['repel the enemy', 'push back the urge to smoke', 'beat back the invaders']]"
"oewn-00205454-v","['better', 'meliorate', 'ameliorate', 'improve']","get better","['The weather improved toward evening']","['oewn-00204228-v']","[['decline', 'worsen']]","['grow worse']","[['Conditions in the slum worsened']]"
"oewn-02315835-v","['bank', 'deposit']","put into a bank account","['She deposits her paycheck every month']","['oewn-02316367-v']","[['take out', 'withdraw', 'draw', 'draw off']]","['remove (a commodity) from (a supply source)']","[['She drew $2,000 from the account', ""The doctors drew medical supplies from the hospital's emergency bank""]]"
"oewn-00308986-a","['incapable']","(followed by `of') not having the temperament or inclination for","['simply incapable of lying']","['oewn-00308813-a']","[['capable']]","[""(followed by `of') having the temperament or inclination for""]","[['no one believed her capable of murder']]"
"oewn-00585590-a","['constant']","steadfast in purpose or devotion or affection","['a man constant in adherence to his ideals', 'a constant lover', 'constant as the northern star']","['oewn-00586470-a']","[['inconstant']]","['likely to change frequently often without apparent or cogent reason; variable']","[['inconstant affections', 'an inconstant lover', 'swear not by...the inconstant moon']]"
"oewn-00022679-v","['brace', 'arouse', 'energise', 'stimulate', 'energize', 'perk up']","cause to be alert and energetic","['Coffee and tea stimulate me', ""This herbal infusion doesn't stimulate""]","['oewn-00022309-v']","[['calm', 'tranquilize', 'tranquillize', 'tranquillise', 'sedate']]","['cause to be calm or quiet as by administering a sedative to']","[['The patient must be sedated before the operation']]"
"oewn-01029877-a","['flexible', 'compromising', 'conciliatory']","making or willing to make concessions","['loneliness tore through him...whenever he thought of...even the compromising Louis du Tillet']","['oewn-01029528-a']","[['sturdy', 'inflexible', 'uncompromising']]","['not making concessions']","[['took an uncompromising stance in the peace talks', 'uncompromising honesty']]"
"oewn-00609334-v","['retrieve', 'recall', 'call back', 'call up', 'think', 'remember', 'recollect']","recall knowledge from memory; have a recollection","[""I can't remember saying any such thing"", ""I can't think what her last name was"", 'can you remember her phone number?', 'Do you remember that he once loved you?', 'call up memories']","['oewn-00610654-v']","[['block', 'blank out', 'draw a blank', 'forget']]","['be unable to remember']","[[""I'm drawing a blank"", 'You are blocking the name of your first wife!']]"
"oewn-02299575-a","['unstable']","lacking stability or fixity or firmness","['unstable political conditions', 'the tower proved to be unstable in the high wind', 'an unstable world economy']","['oewn-02298730-a']","[['stable']]","['resistant to change of position or condition']","[['a stable ladder', 'a stable peace', 'a stable relationship', 'stable prices']]"
"oewn-02246206-a","['unsmooth', 'rough']","having or caused by an irregular surface","['trees with rough bark', 'rough ground', 'rough skin', 'rough blankets', 'his unsmooth face']","['oewn-02244586-a']","[['smooth']]","['having a surface free from roughness or bumps or ridges or irregularities']","[['smooth skin', 'a smooth tabletop', 'smooth fabric', 'a smooth road', 'water as smooth as a mirror']]"
"oewn-01452455-a","['lost']","no longer in your possession or control; unable to be found or recovered","['a lost child', 'lost friends', 'his lost book', 'lost opportunities']","['oewn-01453492-a']","[['found']]","['come upon unexpectedly or after searching']","[['found art', 'the lost-and-found department']]"
"oewn-01476969-a","['minor']","of lesser seriousness or danger","['suffered only minor injuries', 'some minor flooding', 'a minor tropical disturbance']","['oewn-01476823-a']","[['major']]","['of greater seriousness or danger']","[['a major earthquake', 'a major hurricane', 'a major illness']]"
"oewn-02076759-a","['other']","not the same one or ones already mentioned or implied; quantifier, other","[""today isn't any other day"", 'the construction of highways and other public works', 'he asked for other employment', 'any other person would tell the truth', 'his other books are still in storage', 'then we looked at the other house', 'hearing was good in his other ear', 'the other sex', 'she lived on the other side of the street from me', 'went in the other direction']","['oewn-02075880-a']","[['same']]","['same in identity']","[['the same man I saw yesterday', 'never wore the same dress twice', 'this road is the same one we were on yesterday', 'on the same side of the street']]"
"oewn-00178775-r","['strongly']","with strength or in a strong manner","['argues very strongly for his proposal', 'he was strongly opposed to the government']","['oewn-00178969-r']","[['weakly']]","['in a weak or feeble manner or to a minor degree']","[['weakly agreed to a compromise', 'wheezed weakly', 'he was weakly attracted to her']]"
"oewn-01478583-v","['free', 'disengage']","free or remove obstruction from","['free a path across the cluttered floor']","['oewn-01479113-v']","[['occlude', 'impede', 'close up', 'obstruct', 'jam', 'block', 'obturate']]","['block passage through']","[['obstruct the path']]"
"oewn-00097561-r","['up']","to a higher intensity","['he turned up the volume']","['oewn-00096639-r']","[['down']]","['to a lower intensity']","[['he slowly phased down the light until the stage was completely black']]"
"oewn-01829730-a","['stiff', 'potent', 'strong']","having a strong physiological or chemical effect","['a potent toxin', 'potent liquor', 'a potent cup of tea', 'a stiff drink']","['oewn-01830237-a']","[['impotent']]","['lacking power or ability']","[['Technology without morality is barbarous; morality without technology is impotent', 'felt impotent rage']]"
"oewn-02512179-a","['worthless']","lacking in usefulness or value","['a worthless idler']","['oewn-02510833-a']","[['valuable']]","['having great material or monetary value especially for use or exchange']","[['a valuable diamond']]"
"oewn-00066395-n","['pass', 'passing', 'qualifying']","success in satisfying a test or requirement","['his future depended on his passing that test', 'he got a pass in introductory chemistry']","['oewn-00067721-n']","[['failing', 'flunk']]","['failure to reach a minimum required performance']","[['his failing the course led to his disqualification', 'he got two flunks on his report']]"
"oewn-02134270-a","['unsettled']","not settled or established","['an unsettled lifestyle']","['oewn-02133178-a']","[['settled']]","['established in a desired position or place; not moving about']","[['nomads...absorbed among the settled people', 'settled areas', ""I don't feel entirely settled here"", 'the advent of settled civilization']]"
"oewn-00481923-a","['uncomfortable']","conducive to or feeling mental discomfort","['this kind of life can prove disruptive and uncomfortable', 'the uncomfortable truth', 'grew uncomfortable beneath his appraising eye', 'an uncomfortable way of surprising me just when I felt surest', ""the teacher's presence at the conference made the child very uncomfortable""]","['oewn-00481320-a']","[['comfortable']]","['free from stress or conducive to mental ease; having or affording peace of mind']","[['was settled in a comfortable job, one for which he was well prepared', 'the comfortable thought that nothing could go wrong', 'was comfortable in his religious beliefs', ""she's a comfortable person to be with"", ""she felt comfortable with her fiance's parents""]]"
"oewn-01457415-a","['soft']","(of sound) relatively low in volume","['soft voices', 'soft music']","['oewn-01455372-a']","[['loud']]","['characterized by or producing sound of great volume or intensity']","[['a group of loud children', 'loud thunder', 'her voice was too loud', 'loud trombones']]"
"oewn-00522139-a","['complete']","having every necessary or normal part or component or step","['a complete meal', 'a complete wardrobe', 'a complete set of the Britannica', 'a complete set of china', 'a complete defeat', 'a complete accounting']","['oewn-00526155-a']","[['uncomplete', 'incomplete']]","['not complete or total; not completed']","[['an incomplete account of his life', 'political consequences of incomplete military success', 'an incomplete forward pass']]"
"oewn-00010112-r","['perfectly']","in a perfect or faultless way","['She performed perfectly on the balance beam', 'spoke English perfectly', 'solved the problem perfectly']","['oewn-00010509-r']","[['imperfectly', 'amiss']]","['in an imperfect or faulty way']","[['The lobe was imperfectly developed', 'Miss Bennet would not play at all amiss if she practiced more']]"
"oewn-01462217-a","['soft']","not protected against attack (especially by nuclear weapons)","['soft targets']","['oewn-01462080-a']","[['hardened']]","['protected against attack (especially by nuclear weapons)']","[['hardened missile silos']]"
"oewn-00306669-r","['volitionally', 'willingly']","in a willing manner","['I willingly accept']","['oewn-00306817-r']","[['unwillingly']]","['in an unwilling manner']","[['he had sinned against her unwillingly']]"
"oewn-02279294-a","['naif', 'naive']","marked by or showing unaffected simplicity and lack of guile or worldly experience","[""a teenager's naive ignorance of life"", 'the naive assumption that things can only get better', 'this naive simple creature with wide friendly eyes so eager to believe appearances']","['oewn-02278101-a']","[['sophisticated']]","['having or appealing to those having worldly knowledge and refinement and savoir-faire']","[['sophisticated young socialites', 'a sophisticated audience', 'a sophisticated lifestyle', 'a sophisticated book']]"
"oewn-02102035-a","['unsafe', 'insecure']","lacking in security or safety","['his fortune was increasingly insecure', 'an insecure future']","['oewn-02101168-a']","[['secure']]","['free from danger or risk']","[['secure from harm', 'his fortune was secure', 'made a secure place for himself in his field']]"
"oewn-00699967-a","['compliant']","inclined to comply","['children compliant with the parental will']","['oewn-00698972-a']","[['noncompliant', 'defiant']]","['boldly resisting authority or an opposing force']","[['brought up to be aggressive and defiant', 'a defiant attitude']]"
"oewn-00466953-a","['incoherent']","without logical or meaningful connection","['a turgid incoherent presentation']","['oewn-00466504-a']","[['coherent', 'logical', 'ordered', 'consistent']]","['marked by an orderly, logical, and aesthetically consistent relation of parts']","[['a coherent argument']]"
"oewn-01461579-a","['forte', 'loud']","(used chiefly as a direction or description in music) indicating that said piece or segment should be played loudly","['the forte passages in the composition']","['oewn-01461111-a']","[['piano', 'soft']]","['(used chiefly as a direction or description in music) soft; in a quiet, subdued tone']","[['the piano passages in the composition']]"
"oewn-02217607-v","['refuse', 'deny']","refuse to let have","['She denies me every pleasure', 'he denies her her weekly allowance']","['oewn-02260270-v']","[['allow', 'grant']]","['let have']","[['grant permission', 'Mandela was allowed few visitors in prison']]"
"oewn-02032035-a","['rich']","suggestive of or characterized by great expense","['a rich display']","['oewn-02032876-a']","[['poor']]","['characterized by or indicating poverty']","[['the country had a poor economy', 'they lived in the poor section of town']]"
"oewn-01582381-a","['sharp']","(of a musical note) raised in pitch by one chromatic semitone","['C sharp']","['oewn-01582560-a', 'oewn-01582180-a']","[['flat'], ['natural']]","['(of a musical note) lowered in pitch by one chromatic semitone', '(of a musical note) being neither raised nor lowered by one chromatic semitone']","[['B flat'], ['a natural scale', 'B natural']]"
"oewn-13580156-n","['source']","(technology) a process by which energy or a substance enters a system","['a heat source', 'a source of carbon dioxide']","['oewn-13577118-n']","[['sink']]","['(technology) a process that acts to absorb or remove energy or a substance from a system']","[['the ocean is a sink for carbon dioxide']]"
"oewn-02009962-v","['get', 'come', 'arrive']","reach a destination; arrive by movement or progress","[""She arrived home at 7 o'clock"", ""She didn't get to Chicago until after midnight""]","['oewn-02013448-v']","[['leave', 'go away', 'go forth']]","['go away from a place']","[['At what time does your train leave?', ""She didn't leave until midnight"", 'The ship leaves at midnight']]"
"oewn-02034163-a","['rich']","high in mineral content; having a high proportion of fuel to air","['a rich vein of copper', 'a rich gas mixture']","['oewn-02034381-a']","[['lean']]","['lacking in mineral content or combustible material']","[['lean ore', 'lean fuel']]"
"oewn-01413335-a","['unlike']","marked by dissimilarity","['for twins they are very unlike']","['oewn-01412553-a']","[['similar', 'like']]","['resembling or similar; having the same or some of the same characteristics; often used in combination']","[['suits of like design', 'a limited circle of like minds', 'members of the cat family have like dispositions', 'as like as two peas in a pod', 'doglike devotion', 'a dreamlike quality']]"
"oewn-00342303-a","['uncertain']","not certain to occur; not inevitable","['everything is uncertain about the army', 'the issue is uncertain']","['oewn-00341137-a']","[['certain', 'sure']]","['certain to occur; destined or inevitable']","[['he was certain to fail', 'his fate is certain', 'In this life nothing is certain but death and taxes', 'he faced certain death', 'sudden but sure regret', 'he is sure to win']]"
"oewn-00011978-r","['ill', 'poorly', 'badly']","(`ill' is often used as a combining form) in a poor or improper or unsatisfactory manner; not well","['he was ill prepared', 'it ill befits a man to betray old friends', 'the car runs badly', 'he performed badly on the exam', 'the team played poorly', 'ill-fitting clothes', 'an ill-conceived plan']","['oewn-00011555-r']","[['well', 'good']]","[""(often used as a combining form) in a good or proper or satisfactory manner or to a high standard (`good' is a nonstandard dialectal variant for `well')""]","[['the children behaved well', 'a task well done', 'the party went well', 'he slept well', 'a well-argued thesis', 'a well-seasoned dish', 'a well-planned party', 'the baby can walk pretty good']]"
"oewn-02182456-a","['simple']","having few parts; not complex or complicated or involved","['a simple problem', 'simple mechanisms', 'a simple design', 'a simple substance']","['oewn-02183738-a']","[['complex']]","['complicated in structure; consisting of interconnected parts']","[['a complex set of variations based on a simple folk melody', 'a complex mass of diverse laws and customs']]"
"oewn-01825607-a","['positive']","reckoned, situated or tending in the direction which naturally or arbitrarily is taken to indicate increase or progress or onward motion","['positive increase in graduating students']","['oewn-01825842-a']","[['negative']]","['reckoned in a direction opposite to that regarded as positive']","[['negative interest rates']]"
"oewn-02236080-a","['unskilled']","not having or showing or requiring special skill or proficiency","['unskilled in the art of rhetoric', 'an enthusiastic but unskillful mountain climber', 'unskilled labor', 'workers in unskilled occupations are finding fewer and fewer job opportunities', 'unskilled workmanship']","['oewn-02233368-a']","[['skilled']]","['having or showing or requiring special skill']","[['only the most skilled gymnasts make an Olympic team', 'a skilled surgeon has many years of training and experience', 'a skilled reconstruction of her damaged elbow', 'a skilled trade']]"
"oewn-01047939-a","['informal']","not formal","['conservative people unaccustomed to informal dress', 'an informal free-and-easy manner', 'an informal gathering of friends']","['oewn-01045598-a']","[['formal']]","['being in accord with established forms and conventions and requirements (as e.g. of formal dress)']","[[""pay one's formal respects"", 'formal dress', 'a formal ball', 'the requirement was only formal and often ignored', 'a formal education']]"
"oewn-00202999-r","['wisely', 'sagely']","in a wise manner","['she acted wisely when she invited her parents']","['oewn-00203162-r']","[['foolishly', 'unwisely']]","['without good sense or judgment']","[['He acted foolishly when he agreed to come']]"
"oewn-00949706-a","['expansive']","able or tending to expand or characterized by expansion","['Expansive materials', 'the expansive force of fire']","['oewn-00950887-a']","[['unexpansive']]","['showing no tendency to expand']","[['unexpansive bodies']]"
"oewn-00986913-a","['slow']","(used of timepieces) indicating a time earlier than the correct time","['the clock is slow']","['oewn-00986764-a']","[['fast']]","['(used of timepieces) indicating a time ahead of or later than the correct time']","[['my watch is fast']]"
"oewn-02378780-a","['suspected']","believed likely","['a suspected thief', 'a suspected infection']","['oewn-02378897-a']","[['unsuspected']]","['not suspected or believed likely']","[['remained unsuspected as the head of the spy ring', 'he was able to get into the building unspotted and unsuspected', 'unsuspected difficulties arose', 'unsuspected turnings in the road']]"
"oewn-02030204-a","['poor']","having little money or few possessions","['deplored the gap between rich and poor countries', 'the proverbial poor artist living in a garret']","['oewn-02029118-a']","[['rich']]","['possessing material wealth']","[['her father is extremely rich', 'many fond hopes are pinned on rich uncles']]"
"oewn-02551772-v","['honour', 'reward', 'honor']","bestow honor or rewards upon","['Today we honor our soldiers', 'The scout was rewarded for courageous action']","['oewn-02552922-v']","[['shame', 'attaint', 'dishonor', 'dishonour', 'disgrace']]","['bring shame or dishonor upon']","[['he dishonored his family by committing a serious crime']]"
"oewn-00068575-a","['advised', 'well-advised']","having the benefit of careful prior consideration or counsel","['a well-advised delay in carrying out the plan']","['oewn-00068887-a']","[['ill-advised', 'unadvised']]","['without careful prior deliberation or counsel']","[['ill-advised efforts', 'it would be ill-advised to accept the offer', 'took the unadvised measure of going public with the accusations']]"
"oewn-01674474-a","['organized']","formed into a structured or coherent whole, particularly on a large scale","['organized medicine']","['oewn-01675401-a']","[['unorganized', 'unorganised']]","['not having or belonging to a structured whole']","[['unorganized territories lack a formal government']]"
"oewn-02508565-v","['reject', 'refuse', 'turn away', 'turn down']","refuse entrance or membership","['They turned away hundreds of fans', 'Black people were often rejected by country clubs']","['oewn-02508185-v']","[['admit', 'intromit', 'allow in', 'let in']]","['allow to enter; grant entry to']","[['We cannot admit non-members into our club building', 'This pipe admits air']]"
"oewn-02427668-a","['thoughtful']","exhibiting or characterized by careful thought","['a thoughtful paper']","['oewn-02429304-a']","[['thoughtless']]","['showing lack of careful thought']","[['the debate turned into thoughtless bickering']]"
"oewn-00178969-r","['weakly']","in a weak or feeble manner or to a minor degree","['weakly agreed to a compromise', 'wheezed weakly', 'he was weakly attracted to her']","['oewn-00178775-r']","[['strongly']]","['with strength or in a strong manner']","[['argues very strongly for his proposal', 'he was strongly opposed to the government']]"
"oewn-13979774-n","['truth', 'trueness', 'verity', 'the true']","conformity to reality or actuality","['they debated the truth of the proposition', 'the situation brought home to us the blunt truth of the military threat', 'he was famous for the truth of his portraits', 'he turned to religion in his search for eternal verities']","['oewn-13983750-n']","[['falseness', 'falsity']]","['the state of being false or untrue']","[['argument could not determine its truth or falsity']]"
"oewn-00267500-a","['plucky', 'gutsy']","marked by courage and determination in the face of difficulties or danger; robust and uninhibited","['you have to admire her; it was a gutsy thing to do', 'the gutsy...intensity of her musical involvement', 'a gutsy red wine']","['oewn-00267851-a']","[['gutless']]","['lacking courage or vitality']","[['he was a yellow gutless worm', 'a spineless craven fellow']]"
