"id0","lemmas","definition","examples","antonym_ids","antonym_lemmas","antonym_defs","antonym_examples"
"oewn-00722534-n","['portfolio']","the role of the head of a government department","['he holds the portfolio for foreign affairs']","[]","[]","[]","[]"
"oewn-00717144-v","['feel', 'find']","come to believe on the basis of emotion, intuitions, or indefinite grounds","[""I feel that he doesn't like me"", 'I find him to be obnoxious', 'I found the movie rather entertaining']","[]","[]","[]","[]"
"oewn-00433296-n","['doctor']","children take the roles of physician or patient or nurse and pretend they are at the physician's office","[""the children explored each other's bodies by playing the game of doctor""]","[]","[]","[]","[]"
"oewn-13546752-n","['operation', 'performance', 'functioning']","process or manner of functioning or operating","['the power of its engine determines its operation', ""the plane's operation in high winds"", 'they compared the cooking performance of each oven', ""the jet's performance conformed to high standards""]","[]","[]","[]","[]"
"oewn-01652933-s","['childlike', 'childly']","befitting a young child","['childlike charm']","[]","[]","[]","[]"
"oewn-00550297-v","['clear']","make clear, bright, light, or translucent","['The water had to be cleared through filtering']","[]","[]","[]","[]"
"oewn-00246799-v","['rotate']","plant or grow in a fixed cyclic order of succession","['We rotate the crops so as to maximize the use of the soil']","[]","[]","[]","[]"
"oewn-01974660-v","['set', 'go down', 'go under']","disappear beyond the horizon","['the sun sets early these days']","['oewn-01974362-v']","[['come up', 'rise', 'ascend', 'uprise']]","['come up, of celestial bodies']","[['The sun also rises', 'The sun uprising sees the dusk night fled...', 'Jupiter ascends']]"
"oewn-00072167-s","['subject']","likely to be affected by something","['the bond is subject to taxation', 'he is subject to fits of depression']","[]","[]","[]","[]"
"oewn-01051478-v","['carry']","sing or play against other voices or parts","['He cannot carry a tune']","[]","[]","[]","[]"
"oewn-13274650-n","['steal', 'bargain', 'buy']","an advantageous purchase","['she got a bargain at the auction', 'the stock was a real buy at that price']","[]","[]","[]","[]"
"oewn-00107446-r","['evenhandedly', 'fairly', 'fair']","without favoring one party, in a fair evenhanded manner","['deal fairly with one another']","[]","[]","[]","[]"
"oewn-03034107-a","['budgetary']","of or relating to a budget","['budgetary considerations']","[]","[]","[]","[]"
"oewn-00025196-v","['strain', 'tense', 'tense up']","cause to be tense and uneasy or nervous or anxious","['he got a phone call from his lawyer that tensed him up']","['oewn-00025647-v']","[['unwind', 'loosen up', 'relax', 'make relaxed', 'unstrain', 'unlax']]","['cause to feel relaxed']","[['A hot bath always relaxes me']]"
"oewn-01331556-s","['incorporated']","introduced into as a part of the whole","['the ideas incorporated in his revised manuscript']","[]","[]","[]","[]"
"oewn-00653157-s","['judicial', 'discriminative']","expressing careful judgment","['discriminative censure', 'a biography ...appreciative and yet judicial in purpose']","[]","[]","[]","[]"
"oewn-00025968-r","['somewhere', 'someplace']","in or at or to some place","['she must be somewhere']","[]","[]","[]","[]"
"oewn-01517273-s","['witless', 'shitless']","(used as complement) to the utmost degree","['he was scared witless', 'the students were bored shitless']","[]","[]","[]","[]"
"oewn-00202206-r","['thirstily', 'eagerly']","with eagerness; in an eager manner","['the news was eagerly awaited']","[]","[]","[]","[]"
"oewn-00522835-s","['rank', 'right-down', 'downright', 'sheer', 'absolute', 'out-and-out']","complete and without restriction or qualification; sometimes used informally as intensifiers","['absolute freedom', 'an absolute dimwit', 'a downright lie', 'out-and-out mayhem', 'an out-and-out lie', 'a rank outsider', 'many right-down vices', 'got the job through sheer persistence', 'sheer stupidity']","[]","[]","[]","[]"
"oewn-02269560-v","['credit']","enter as credit","['We credit your account with $100']","[]","[]","[]","[]"
"oewn-01636439-v","['cast', 'throw', 'project', 'contrive']","put or send forth","['She threw the flashlight beam into the corner', 'The setting sun threw long shadows', 'cast a spell', 'cast a warm light']","[]","[]","[]","[]"
"oewn-00019801-r","['always', ""e'er"", 'ever']","at all times; all the time and on every occasion","['I will always be there to help you', 'always arrives on time', 'there is always some pollution in the air', 'ever hoping to strike it rich', 'ever busy']","['oewn-00021214-r']","[[""ne'er"", 'never']]","['not at all; certainly not; not in any circumstances; not ever; at no time in the past or future']","[['I have never been to China', 'I shall never forget this day', 'had never seen a circus', 'never on Sunday', 'I will never marry you!', 'never fear']]"
"oewn-02507270-s","['unavailing', 'futile', 'ineffectual', 'meaningless', 'otiose']","producing no result or effect","['a futile effort', 'the therapy was ineffectual', 'an otiose undertaking', 'an unavailing attempt']","[]","[]","[]","[]"
"oewn-02430138-s","['sparing', 'economical', 'stinting', 'frugal', 'scotch']","avoiding waste","['an economical meal', 'an economical shopper', 'a frugal farmer', 'a frugal lunch', 'a sparing father and a spending son', 'sparing in their use of heat and light', 'stinting in bestowing gifts', ""`scotch' is used only informally""]","[]","[]","[]","[]"
"oewn-01979885-a","['related to', 'related']","being connected either logically or causally or by shared characteristics","['painting and the related arts', 'school-related activities', 'related to micelle formation is the...ability of detergent actives to congregate at oil-water interfaces']","[]","[]","[]","[]"
"oewn-00011179-s","['greedy']","wanting to eat or drink more than one can reasonably consume","[""don't be greedy with the cookies""]","[]","[]","[]","[]"
"oewn-13806578-n","['expansion']","a function expressed as a sum or product of terms","['the expansion of (a+b)^2 is a^2 + 2ab + b^2']","[]","[]","[]","[]"
"oewn-04328672-n","['inventory', 'stock']","the merchandise that a shop has on hand","['they carried a vast inventory of hardware', 'they stopped selling in exact sizes in order to reduce inventory']","[]","[]","[]","[]"
"oewn-00337462-s","['indefinite']","not decided or not known","['were indefinite about their plans', 'plans are indefinite']","[]","[]","[]","[]"
"oewn-00231570-s","['bottom']","the lowest rank","['bottom member of the class']","[]","[]","[]","[]"
"oewn-01106714-a","['specific']","(sometimes followed by `to') applying to or characterized by or distinguishing something particular or special or unique","['rules with specific application', 'demands specific to the job', 'a specific and detailed account of the accident']","['oewn-01105084-a', 'oewn-01109313-a']","[['general'], ['nonspecific']]","['applying to all or most members of a category or group', 'not caused by a specific agent; used also of staining in making microscope slides']","[['the general public', 'general assistance', 'a general rule', 'in general terms', 'comprehensible to the general reader'], ['nonspecific enteritis']]"
"oewn-01117483-n","['sell']","the activity of persuading someone to buy","['it was a hard sell']","[]","[]","[]","[]"
"oewn-00353480-v","['end', 'terminate']","bring to an end or halt","['She ended their friendship when she found out that he had once been convicted of a crime', 'The attack on Poland terminated the relatively peaceful period after WW I']","['oewn-00349400-v', 'oewn-00346415-v']","[['start', 'begin', 'lead off', 'commence'], ['set out', 'get', 'start', 'begin', 'get down', 'start out', 'set about', 'commence']]","['set in motion, cause to start', 'take the first step or steps in carrying out an action']","[['The U.S. started a war in the Middle East', 'The Iraqis began hostilities', 'begin a new chapter in your life'], ['We began working at dawn', 'Who will start?', 'Get working as soon as the sun rises!', 'The first tourists began to arrive in Cambodia', 'He began early in the day', ""Let's get down to work now""]]"
"oewn-00599029-v","['get the hang', 'master']","be or become completely proficient or skilled in","['She mastered Japanese in less than two years']","[]","[]","[]","[]"
"oewn-06687867-n","['source']","a document (or organization) from which information is obtained","['the reporter had two sources for the story']","[]","[]","[]","[]"
"oewn-00871261-n","['operation', 'mathematical process', 'mathematical operation']","(mathematics) calculation by mathematical methods","['the problems at the end of the chapter demonstrated the mathematical processes involved in the derivation', 'they were learning the basic operations of arithmetic']","[]","[]","[]","[]"
"oewn-13391621-n","['treasure']","any possession that is highly valued by its owner","['the children returned from the seashore with their shells and other treasures']","[]","[]","[]","[]"
"oewn-06686180-n","['confidence']","a secret that is confided or entrusted to another","['everyone trusted him with their confidences', 'the priest could not reveal her confidences']","[]","[]","[]","[]"
"oewn-01192929-s","['worrisome', 'troubling', 'worrying', 'disturbing', 'distressing', 'perturbing', 'distressful']","causing distress or worry or anxiety","['distressing (or disturbing) news', 'lived in heroic if something distressful isolation', 'a disturbing amount of crime', 'a revelation that was most perturbing', 'a new and troubling thought', 'in a particularly worrisome predicament', 'a worrying situation', 'a worrying time']","[]","[]","[]","[]"
"oewn-00885838-v","['promise']","promise to undertake or give","['I promise you my best effort']","[]","[]","[]","[]"
"oewn-00712244-v","['choreograph']","plan and oversee the development and details of","['The meeting between the two Presidents had been carefully choreographed']","[]","[]","[]","[]"
"oewn-00354202-s","['revised']","improved or brought up to date","['a revised edition']","[]","[]","[]","[]"
"oewn-02116958-a","['separate']","independent; not united or joint","['a problem consisting of two separate issues', 'they went their separate ways', 'formed a separate church']","['oewn-02118964-a']","[['joint']]","['united or combined']","[['a joint session of Congress', 'joint owners']]"
"oewn-00867880-a","['unemployed']","not engaged in a gainful occupation","['unemployed workers marched on the capital']","['oewn-00867133-a']","[['employed']]","['having your services engaged for; or having a job especially one that pays wages or a salary']","[['most of our graduates are employed']]"
"oewn-00605971-v","['con', 'learn', 'memorize', 'memorise']","commit to memory; learn by heart","['Have you memorized your lines for the play yet?']","[]","[]","[]","[]"
"oewn-02605001-v","['escape', 'get away']","remove oneself from a familiar environment, usually for pleasure or diversion","['We escaped to our summer house for a few days', 'The president of the company never manages to get away during the summer']","[]","[]","[]","[]"
"oewn-10152827-n","['god']","a man of such superior qualities that he seems like a deity to other people","['he was a god among men']","[]","[]","[]","[]"
"oewn-05711750-n","['notice']","polite or favorable attention","[""his hard work soon attracted the teacher's notice""]","[]","[]","[]","[]"
"oewn-01531310-v","['free', 'dislodge']","remove or force out from a position","['The dentist dislodged the piece of food that had been stuck under my gums', 'He finally could free the legs of the earthquake victim who was buried in the rubble']","['oewn-01530857-v']","[['wedge', 'stick', 'lodge', 'deposit']]","['put, fix, force, or implant']","[['lodge a bullet in the table', 'stick your thumb in the crack']]"
"oewn-01319615-v","['felt']","cover with felt","['felt a cap']","[]","[]","[]","[]"
"oewn-02545349-a","['increasing']","becoming greater or larger","['increasing prices']","[]","[]","[]","[]"
"oewn-05928460-n","['substance', 'meaning']","the idea that is intended","['What is the meaning of this proverb?']","[]","[]","[]","[]"
"oewn-05768199-n","['memory', 'remembering']","the cognitive processes whereby past experience is remembered","['he can do it from memory', 'he enjoyed remembering his father']","[]","[]","[]","[]"
"oewn-10201821-n","['homeless', 'homeless person']","someone unfortunate without housing","['a homeless was found murdered in Central Park']","[]","[]","[]","[]"
"oewn-01528841-s","['versatile']","able to move freely in all directions","[""an owl's versatile toe can move backward and forward"", ""an insect's versatile antennae can move up and down or laterally"", 'a versatile anther of a flower moves freely in the wind']","[]","[]","[]","[]"
"oewn-05170512-n","['deprivation', 'loss']","the disadvantage that results from losing something","['his loss of credibility led to his resignation', 'losing him is no great deprivation']","[]","[]","[]","[]"
"oewn-11438252-n","['hazard', 'chance', 'luck', 'fortune']","an unknown and unpredictable phenomenon that causes an event to result one way rather than another","['bad luck caused his downfall', 'we ran into each other by pure chance']","[]","[]","[]","[]"
"oewn-00578394-n","['works', 'deeds']","performance of moral or religious acts","['salvation by deeds', 'the reward for good works']","[]","[]","[]","[]"
"oewn-00867648-s","['on the job', 'working']","actively engaged in paid work","['the working population', 'the ratio of working men to unemployed', 'a working mother', 'robots can be on the job day and night']","[]","[]","[]","[]"
"oewn-00919313-s","['free', 'liberal', 'loose']","not literal","['a loose interpretation of what she had been told', 'a free translation of the poem']","[]","[]","[]","[]"
"oewn-02805493-a","['self']","(used as a combining form) relating to--of or by or to or from or for--the self","['self-knowledge', 'self-proclaimed', 'self-induced']","[]","[]","[]","[]"
"oewn-00211960-r","['freely']","in a free manner","['the painting featured freely brushed strokes']","[]","[]","[]","[]"
"oewn-00047847-n","['performance']","any recognized accomplishment","['they admired his performance under stress', 'when Roger Maris powered four home runs in one game his performance merits awe']","[]","[]","[]","[]"
"oewn-02340278-s","['made']","successful or assured of success","['now I am a made man forever']","[]","[]","[]","[]"
"oewn-00462768-a","['clear']","free from clouds or mist or haze","['on a clear day']","['oewn-00463344-a']","[['cloudy']]","['full of or covered with clouds']","[['cloudy skies']]"
"oewn-00768027-s","['frank', 'point-blank', 'outspoken', 'candid', 'forthright', 'straight-from-the-shoulder', 'free-spoken', 'plainspoken', 'blunt']","characterized by directness in manner or speech; without subtlety or evasion","['blunt talking and straight shooting', 'a blunt New England farmer', 'I gave them my candid opinion', 'forthright criticism', 'a forthright approach to the problem', 'tell me what you think--and you may just as well be frank', 'it is possible to be outspoken without being rude', 'plainspoken and to the point', 'a point-blank accusation']","[]","[]","[]","[]"
"oewn-14462913-n","['dishonor', 'dishonour']","a state of shame or disgrace","['he was resigned to a life of dishonor']","[]","[]","[]","[]"
"oewn-00202086-v","['cut', 'edit out', 'edit']","cut and assemble the components of","['edit film', 'cut recording tape']","[]","[]","[]","[]"
"oewn-01615012-s","['observed', 'ascertained', 'discovered']","discovered or determined by scientific observation","['variation in the ascertained flux depends on a number of factors', 'the discovered behavior norms', 'discovered differences in achievement', 'no explanation for the observed phenomena']","[]","[]","[]","[]"
"oewn-01500270-a","['meaningful']","having a meaning or purpose","['a meaningful explanation', 'a meaningful discussion', 'a meaningful pause']","['oewn-01501055-a']","[['meaningless', 'nonmeaningful']]","['having no meaning or direction or purpose']","[['a meaningless endeavor', 'a meaningless life', 'a verbose but meaningless explanation']]"
"oewn-05860309-n","['excellence', 'excellency']","an outstanding feature; something in which something or someone excels","['a center of manufacturing excellence', 'the use of herbs is one of the excellencies of French cuisine']","[]","[]","[]","[]"
"oewn-00459709-v","['work', 'ferment']","cause to undergo fermentation","['We ferment the grapes for a very long time to achieve high alcohol content', 'The vintner worked the wine in big oak vats']","[]","[]","[]","[]"
"oewn-00605217-v","['retrain']","teach new skills","['We must retrain the linguists who cannot find employment']","[]","[]","[]","[]"
"oewn-00821300-s","['primitive', 'archaic']","little evolved from or characteristic of an earlier ancestral type","['archaic forms of life', 'primitive mammals', 'the okapi is a short-necked primitive cousin of the giraffe']","[]","[]","[]","[]"
"oewn-02505612-a","['useful', 'utile']","being of use or service","['the girl felt motherly and useful', 'a useful job', 'a useful member of society']","['oewn-02506940-a']","[['useless']]","['having no beneficial use or incapable of functioning usefully']","[['a kitchen full of useless gadgets', 'she is useless in an emergency']]"
"oewn-04329164-n","['gunstock', 'stock']","the handle of a handgun or the butt end of a rifle or shotgun or part of the support of a machine gun or artillery gun","['the rifle had been fitted with a special stock']","[]","[]","[]","[]"
"oewn-00654473-s","['dire', 'desperate']","fraught with extreme danger; nearly hopeless","['a desperate illness', 'on all fronts the Allies were in a desperate situation due to lack of materiel', 'a dire emergency']","[]","[]","[]","[]"
"oewn-00628065-v","['read']","look at, interpret, and say out loud something that is written or printed","['The King will read the proclamation at noon']","[]","[]","[]","[]"
"oewn-00677820-v","['draw']","select or take in from a given group or region","['The participants in the experiment were drawn from a representative population']","[]","[]","[]","[]"
"oewn-02673287-v","['conflict']","be in conflict","['The two proposals conflict!']","[]","[]","[]","[]"
"oewn-01008466-v","['outline', 'sketch', 'adumbrate']","describe roughly or briefly or give the main points or summary of","['sketch the outline of the book', 'outline his ideas']","[]","[]","[]","[]"
"oewn-00400201-n","['alteration', 'revision']","the act of revising or altering (involving reconsideration and modification)","['it would require a drastic revision of his opinion']","[]","[]","[]","[]"
"oewn-02022224-v","['catch']","reach in time","[""I have to catch a train at 7 o'clock""]","[]","[]","[]","[]"
"oewn-13849639-n","['direction']","the spatial relation between something and the course along which it points or moves","['he checked the direction and velocity of the wind']","[]","[]","[]","[]"
"oewn-00647582-s","['unimaginative', 'uninspired', 'sterile', 'uninventive']","deficient in originality or creativity; lacking powers of invention","['a sterile ideology lacking in originality', 'unimaginative development of a musical theme', 'uninspired writing']","[]","[]","[]","[]"
"oewn-00113413-v","['shade']","vary slightly","['shade the meaning']","[]","[]","[]","[]"
"oewn-05827293-n","['reason']","a fact that logically justifies some premise or conclusion","['there is reason to believe he is lying']","[]","[]","[]","[]"
"oewn-01474283-a","['minor']","inferior in number or size or amount","['a minor share of the profits', 'Ursa Minor']","['oewn-01473917-a']","[['major']]","['greater in number or size or amount']","[['a major portion (a majority) of the population', 'Ursa Major', 'a major portion of the winnings']]"
"oewn-02277945-s","['every']","each and all of a series of entities or intervals as specified","['every third seat', 'every two hours']","[]","[]","[]","[]"
"oewn-02603759-v","['appear']","present oneself formally, as before a (judicial) authority","['He had to appear in court last month', 'She appeared on several charges of theft']","[]","[]","[]","[]"
"oewn-00348264-v","['attack']","set to work upon; turn one's energies vigorously to a task","['I attacked the problem as soon as I got out of bed']","[]","[]","[]","[]"
"oewn-00479543-s","['easy']","affording comfort","['soft light that was easy on the eyes']","[]","[]","[]","[]"
"oewn-04781982-n","['restlessness']","the quality of being ceaselessly moving or active","['the restlessness of the wind']","[]","[]","[]","[]"
"oewn-02529837-v","['come through', 'win', 'succeed', 'bring home the bacon', 'deliver the goods']","attain success or reach a desired goal","['The enterprise succeeded', 'We succeeded in getting tickets to the show', 'she struggled to overcome her handicap and won']","['oewn-02534046-v']","[['fail', 'go wrong', 'miscarry']]","['be unsuccessful']","[[""Where do today's public schools fail?"", 'The attempt to rescue the hostages failed miserably']]"
"oewn-01291813-s","['reinforced', 'built']","(used of soaps or cleaning agents) having a substance (an abrasive or filler) added to increase effectiveness","['the built liquid detergents']","[]","[]","[]","[]"
"oewn-01872379-s","['rich']","very productive","['rich seams of coal']","[]","[]","[]","[]"
"oewn-00799359-v","['accept', 'go for', 'consent']","give an affirmative reply to; respond favorably to","['I cannot accept your invitation', 'I go for this resolution']","['oewn-00799092-v']","[['refuse', 'decline']]","['show unwillingness towards']","[['he declined to join the group on a hike']]"
"oewn-05045406-n","['savageness', 'savagery']","the property of being untamed and ferocious","['the coastline is littered with testaments to the savageness of the waters', 'a craving for barbaric splendor, for savagery and color and the throb of drums']","[]","[]","[]","[]"
"oewn-07191852-n","['accession', 'assenting']","agreeing with or consenting to (often unwillingly)","['accession to such demands would set a dangerous precedent', 'assenting to the Congressional determination']","[]","[]","[]","[]"
"oewn-05150937-n","['better']","the superior one of two alternatives","['chose the better of the two']","[]","[]","[]","[]"
"oewn-02262575-v","['replace', 'exchange', 'interchange', 'substitute']","put in the place of another; switch seemingly equivalent items","['the con artist replaced the original with a fake Rembrandt', 'substitute regular milk for fat-free milk', ""synonyms can be interchanged without changing the context's meaning""]","[]","[]","[]","[]"
"oewn-14071923-n","['travail', 'labour', 'confinement', 'labor', 'lying-in', 'parturiency', 'childbed']","concluding state of pregnancy; from the onset of contractions to the birth of a child","['she was in labor for six hours']","[]","[]","[]","[]"
"oewn-00027635-r","['anyway', 'anyhow']","in any way whatsoever","['they came anyhow they could', 'get it done anyway you can']","[]","[]","[]","[]"
"oewn-06694296-n","['account', 'story', 'report', 'write up', 'news report']","a short account of the news","['the report of his speech', ""the story was on the 11 o'clock news"", 'the account of his speech that was given on the evening news made the governor furious']","[]","[]","[]","[]"
"oewn-14097523-n","['complication']","any disease or disorder that occurs during the course of (or because of) another disease","['bed sores are a common complication in cases of paralysis']","[]","[]","[]","[]"
"oewn-04654347-n","['committedness', 'commitment']","the trait of sincere and steadfast fixity of purpose","['a man of energy and commitment']","[]","[]","[]","[]"
"oewn-01388944-s","['heroic', 'epic', 'larger-than-life']","very imposing or impressive; surpassing the ordinary (especially in size or scale)","['an epic voyage', 'of heroic proportions', 'heroic sculpture']","[]","[]","[]","[]"
"oewn-00091720-v","['handicap', 'incapacitate', 'disable', 'invalid']","injure permanently","['He was disabled in a car accident']","[]","[]","[]","[]"
"oewn-00865823-v","['excoriate', 'reprobate', 'condemn', 'objurgate', 'decry']","express strong disapproval of","['We condemn the racism in South Africa', 'These ideas were reprobated']","[]","[]","[]","[]"
"oewn-02373016-a","['waxy', 'impressible', 'impressionable']","easily impressed or influenced","['an impressionable youngster', 'an impressionable age', 'a waxy mind']","['oewn-02373832-a']","[['unimpressionable']]","['not sensitive or susceptible to impression']","[['an unimpressionable mind']]"
"oewn-01499606-s","['marginal', 'borderline']","of questionable or minimal quality","['borderline grades', 'marginal writing ability']","[]","[]","[]","[]"
"oewn-02496306-s","['falling', 'dropping']","coming down freely under the influence of gravity","['the eerie whistle of dropping bombs', 'falling rain']","[]","[]","[]","[]"
"oewn-14000813-n","['commotion', 'disruption', 'disturbance', 'flutter', 'kerfuffle', 'hoo-ha', 'to-do', 'hoo-hah', 'hurly burly']","a disorderly outburst or tumult","['they were amazed by the furious disturbance they had caused']","[]","[]","[]","[]"
"oewn-02375130-v","['use']","habitually do something or be in a certain state or place (use only in the past tense)","['She used to call her mother every week but now she calls only occasionally', 'I used to get sick when I ate in that dining hall', 'They used to vacation in the Bahamas', 'she used to be his best friend and now they are enemies']","[]","[]","[]","[]"
"oewn-00197965-v","['draw', 'eviscerate', 'disembowel']","remove the entrails of","['draw a chicken']","[]","[]","[]","[]"
"oewn-02079709-v","['fly', 'flee', 'take flight']","run away quickly","['He threw down his gun and fled']","[]","[]","[]","[]"
"oewn-00758121-v","['take', 'claim', 'exact']","take as an undesirable consequence of some event or state of affairs","['the accident claimed three lives', 'The hard work took its toll on her']","[]","[]","[]","[]"
"oewn-00130563-n","['force', 'force out', 'force-out', 'force play']","a putout of a base runner who is required to run; the putout is accomplished by holding the ball while touching the base to which the runner must advance before the runner reaches that base","['the shortstop got the runner at second on a force']","[]","[]","[]","[]"
"oewn-01117549-s","['miserly', 'mingy', 'tight', 'mean']","(used of persons or behavior) characterized by or indicative of lack of generosity","['a mean person', 'he left a miserly tip']","[]","[]","[]","[]"
"oewn-01805679-v","['humble']","cause to be unpretentious","['This experience will humble him']","[]","[]","[]","[]"
"oewn-00021214-r","[""ne'er"", 'never']","not at all; certainly not; not in any circumstances; not ever; at no time in the past or future","['I have never been to China', 'I shall never forget this day', 'had never seen a circus', 'never on Sunday', 'I will never marry you!', 'never fear']","['oewn-00019801-r']","[['always', ""e'er"", 'ever']]","['at all times; all the time and on every occasion']","[['I will always be there to help you', 'always arrives on time', 'there is always some pollution in the air', 'ever hoping to strike it rich', 'ever busy']]"
"oewn-00914791-n","['production']","the act or process of producing something","[""Shakespeare's production of poetry was enormous"", 'the production of white blood cells']","[]","[]","[]","[]"
"oewn-00187482-r","['apprehensively', 'uneasily', 'anxiously']","with anxiety or apprehension","['we watched anxiously']","[]","[]","[]","[]"
"oewn-00035037-s","['activated']","(military) set up and placed on active assignment","['a newly activated unit']","[]","[]","[]","[]"
"oewn-01958975-s","['polished', 'milled']","(of grains especially rice) having the husk or outer layers removed","['polished rice']","[]","[]","[]","[]"
"oewn-04856472-n","['good', 'goodness']","moral excellence or admirableness","['there is much good to be found in people']","['oewn-04859319-n']","[['evilness', 'evil']]","['the quality of being morally wrong in principle or practice']","[['attempts to explain the origin of evil in the world']]"
"oewn-10727941-n","['mind', 'thinker', 'creative thinker']","an important intellectual","['the great minds of the 17th century']","[]","[]","[]","[]"
"oewn-00769379-v","['bring']","induce or persuade","['The confession of one of the accused brought the others to admit to the crime as well']","[]","[]","[]","[]"
"oewn-02449162-v","['block']","run on a block system","['block trains']","[]","[]","[]","[]"
"oewn-01879953-s","['apparent', 'ostensible', 'seeming']","appearing as such but not necessarily so","['for all his apparent wealth he had no money to pay the rent', 'the committee investigated some apparent discrepancies', 'the ostensible truth of their theories', 'his seeming honesty']","[]","[]","[]","[]"
"oewn-08292106-n","['school']","a body of creative artists or writers or thinkers linked by a similar style or by similar teachers","['the Venetian school of painting']","[]","[]","[]","[]"
"oewn-01203511-n","['separation']","the social act of separating or parting company","['the separation of church and state']","[]","[]","[]","[]"
"oewn-02185144-s","['complicated', 'complex']","difficult to analyze or understand","['a complicated problem', 'complicated Middle East politics', ""he's more complex than he seems on the surface""]","[]","[]","[]","[]"
"oewn-02410802-s","['moderate', 'restrained']","marked by avoidance of extravagance or extremes","['moderate in his demands', 'restrained in his response']","[]","[]","[]","[]"
"oewn-01166589-v","['tap', 'exploit']","draw from; make good use of","['we must exploit the resources we are given wisely']","[]","[]","[]","[]"
"oewn-00153372-s","['incoherent', 'tongue-tied']","unable to express yourself clearly or fluently","['felt tongue-tied with embarrassment', 'incoherent with grief']","[]","[]","[]","[]"
"oewn-02430693-s","['saving']","characterized by thriftiness","['wealthy by inheritance but saving by constitution']","[]","[]","[]","[]"
"oewn-00115251-n","['pull', 'pulling']","the act of pulling; applying force to move something toward or with you","['the pull up the hill had him breathing harder', 'his strenuous pulling strained his back']","[]","[]","[]","[]"
"oewn-02626293-v","['fall']","die, as in battle or in a hunt","['Many soldiers fell at Verdun', 'Several deer have fallen to the same gun', 'The shooting victim fell dead']","[]","[]","[]","[]"
"oewn-00285266-s","['subdued', 'soft']","not brilliant or glaring","['the moon cast soft shadows', 'soft pastel colors', 'subdued lighting']","[]","[]","[]","[]"
"oewn-01664870-s","['fighting', 'active', 'combat-ready']","engaged in or ready for military or naval operations","['on active duty', 'the platoon is combat-ready', 'review the fighting forces']","[]","[]","[]","[]"
"oewn-05157225-n","['use']","a particular service","['he put his knowledge to good use', 'patrons have their uses']","[]","[]","[]","[]"
"oewn-01890452-s","['future']","effective in or looking toward the future","['he was preparing for future employment opportunities']","[]","[]","[]","[]"
"oewn-00630045-s","['physical']","concerned with material things","['physical properties', 'the physical characteristics of the earth', 'the physical size of a computer']","[]","[]","[]","[]"
"oewn-00082711-a","['aggressive']","having or showing determination and energetic pursuit of your ends","['an aggressive businessman', 'an aggressive basketball player', 'he was aggressive and imperious; positive in his convictions', 'aggressive drivers']","[]","[]","[]","[]"
"oewn-01770438-s","['nonplused', 'at a loss', 'puzzled', 'nonplussed']","filled with bewilderment","['at a loss to understand those remarks', 'puzzled that she left without saying goodbye']","[]","[]","[]","[]"
"oewn-07505591-n","['urge', 'itch']","a strong restless desire","['why this urge to travel?']","[]","[]","[]","[]"
"oewn-07228649-n","['production']","a display that is exaggerated or unduly complicated","['she tends to make a big production out of nothing']","[]","[]","[]","[]"
"oewn-13124636-n","['snag']","a dead tree that is still standing, usually in an undisturbed forest","['a snag can provide food and a habitat for insects and birds']","[]","[]","[]","[]"
"oewn-04811129-n","['precision', 'preciseness']","the quality of being reproducible in amount or performance","['he handled it with the preciseness of an automaton', 'note the meticulous precision of his measurements']","[]","[]","[]","[]"
"oewn-00978678-s","['smart', 'chic', 'voguish']","elegant and stylish","['chic elegance', 'a smart new dress', 'a suit of voguish cut']","[]","[]","[]","[]"
"oewn-02082867-s","['idiotic', 'crackbrained']","insanely irresponsible","['an idiotic idea']","[]","[]","[]","[]"
"oewn-01841381-s","['operable', 'practicable']","usable for a specific purpose","['an operable plan', 'a practicable solution']","[]","[]","[]","[]"
"oewn-15290329-n","['offset', 'first', 'start', 'beginning', 'commencement', 'kickoff', 'get-go', 'starting time', 'showtime', 'outset']","the time at which something is supposed to begin","['they got an early start', 'she knew from the get-go that he was the man for her']","['oewn-15291496-n', 'oewn-15291722-n']","[['middle'], ['end', 'ending']]","['the point between the beginning and the end of a temporal period or process', 'the point in time at which something ends']","[['the middle of the war', 'rain during the middle of April'], ['the end of the year', 'the ending of warranty period']]"
"oewn-11493888-n","['biology']","characteristic life processes and phenomena of living organisms","['the biology of viruses']","[]","[]","[]","[]"
"oewn-00582390-s","['crying', 'gross', 'rank', 'egregious', 'flagrant', 'glaring']","conspicuously and outrageously bad or reprehensible","['a crying shame', 'an egregious lie', 'flagrant violation of human rights', 'a glaring error', 'gross ineptitude', 'gross injustice', 'rank treachery']","[]","[]","[]","[]"
"oewn-00467576-s","['fuzzy']","confused and not coherent; not clearly thought out","['a vague and fuzzy idea of the world of finance']","[]","[]","[]","[]"
"oewn-01872485-a","['unproductive']","not producing or capable of producing","['elimination of high-cost or unproductive industries']","['oewn-01871147-a']","[['productive']]","['producing or capable of producing (especially abundantly)']","[['productive farmland', 'his productive years', 'a productive collaboration']]"
"oewn-01386929-v","['displume', 'pull', 'pluck', 'deplume', 'deplumate', 'tear']","strip of feathers","['pull a chicken', 'pluck the capon']","[]","[]","[]","[]"
"oewn-05695143-n","['trouble', 'problem']","a source of difficulty","['one trouble after another delayed the job', ""what's the problem?""]","[]","[]","[]","[]"
"oewn-00585404-n","['work', 'employment']","the occupation for which you are paid","['he is looking for employment', 'a lot of people are out of work']","[]","[]","[]","[]"
