"idx0","SENT","HumEvalN","HumEvalSD","HumEval","PietA","PietB","PietC","NicoPos","NicoNeg","NicoCom","sents","text","sents_count","ba0","BATot","BAPos","BANeg","BAAbs"
78,79,30,0.7183954022841381,-0.03333333333333333,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,"['The insurance company was willing to pay a certain amount but not all of the costs involved.']","The insurance company was willing to pay a certain amount but not all of the costs involved.",1,"[-0.052986521273851395]",-0.052986521273851395,0.0,0.052986521273851395,0.052986521273851395
79,80,30,1.0553639672872461,0.7,0.0,0.0,0.0,0.0,0.0,0.0,"[""I appreciated the slow down of my days, however, I'm glad things have gone back to normal now!""]","I appreciated the slow down of my days, however, I'm glad things have gone back to normal now!",1,"[-0.18020273745059967]",-0.18020273745059967,0.0,0.18020273745059967,0.18020273745059967
80,81,30,0.7701320979389589,0.4,0.0,0.0,0.0,0.0,0.0,0.0,"['We would go out to dinner or to exhibitions.']","We would go out to dinner or to exhibitions.",1,"[0.06963789463043213]",0.06963789463043213,0.06963789463043213,0.0,0.06963789463043213
81,82,31,0.9447079539622656,1.6774193548387097,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,"['Some people I have spoken to who are currently employed have said it took ten or more attempts before they found a job which wanted them, therefore I am keeping some hope and just continuiing to apply for local jobs which have a moderate interest to me.']","Some people I have spoken to who are currently employed have said it took ten or more attempts before they found a job which wanted them, therefore I am keeping some hope and just continuiing to apply for local jobs which have a moderate interest to me.",1,"[0.0016901035560294986]",0.0016901035560294986,0.0016901035560294986,0.0,0.0016901035560294986
82,83,30,1.0416609195243756,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,"['I only had 3 minor faults and passed the first time.']","I only had 3 minor faults and passed the first time.",1,"[0.13309869170188904]",0.13309869170188904,0.13309869170188904,0.0,0.13309869170188904
83,84,30,1.2685406585123122,1.6666666666666667,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.0196078431372549,"['I had to specifically study more for other subjects than others in order to achieve these goals mainly in Maths and Science as they were the two main corresponding subjects and even had extra tuition in order to achieve the goals and had to give up some extracurricular activities to pass.']","I had to specifically study more for other subjects than others in order to achieve these goals mainly in Maths and Science as they were the two main corresponding subjects and even had extra tuition in order to achieve the goals and had to give up some extracurricular activities to pass.",1,"[0.39519384503364563]",0.39519384503364563,0.39519384503364563,0.0,0.39519384503364563
84,85,30,0.6149478998583782,1.9666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,"['I was very chuffed with what I had achieved.']","I was very chuffed with what I had achieved.",1,"[0.4074833393096924]",0.4074833393096924,0.4074833393096924,0.0,0.4074833393096924
85,86,29,1.3233410471581377,0.5862068965517241,0.10344827586206896,0.034482758620689655,0.10344827586206896,0.0,0.0,0.0,"['More importantly I did not want the finished project to look rubbish, as I knew that I could ruin everything and it would all be a waste of money.']","More importantly I did not want the finished project to look rubbish, as I knew that I could ruin everything and it would all be a waste of money.",1,"[-0.22971183061599731]",-0.22971183061599731,0.0,0.22971183061599731,0.22971183061599731
86,87,30,1.0806553992619585,1.7333333333333334,0.0,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,"['She managed to work hard since the pandemic on finishing the thesis, including speaking at confernces online, and I was there to help with moitvation and encouragement of seeing it through to the end, despite her wanting to stop and finish early.']","She managed to work hard since the pandemic on finishing the thesis, including speaking at confernces online, and I was there to help with moitvation and encouragement of seeing it through to the end, despite her wanting to stop and finish early.",1,"[0.4474051594734192]",0.4474051594734192,0.4474051594734192,0.0,0.4474051594734192
87,88,29,1.1754885788533966,-1.103448275862069,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,"['I did nothing for these 3 weeks, I tried to hike along the hills']","I did nothing for these 3 weeks, I tried to hike along the hills",1,"[-0.018995564430952072]",-0.018995564430952072,0.0,0.018995564430952072,0.018995564430952072
88,89,31,1.0181154845030824,-0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,"['It is understandable why she is so disappointed in not receiving the promotion.']","It is understandable why she is so disappointed in not receiving the promotion.",1,"[-0.3292929232120514]",-0.3292929232120514,0.0,0.3292929232120514,0.3292929232120514
89,90,31,1.0554517964472163,-0.7741935483870968,0.08,0.0,0.08,0.08,0.0,0.08,"['Not that he was a fool or misbehaved, he just genuinely struggled to learn topics that the rest of us found easy or straight-forward.']","Not that he was a fool or misbehaved, he just genuinely struggled to learn topics that the rest of us found easy or straight-forward.",1,"[-0.3706284463405609]",-0.3706284463405609,0.0,0.3706284463405609,0.3706284463405609
90,91,30,1.0661996103898193,-1.0333333333333334,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,"['Certainly none of the friendships he made were strong enough for him to spend time with these people now that he has graduated.']","Certainly none of the friendships he made were strong enough for him to spend time with these people now that he has graduated.",1,"[-0.16913849115371704]",-0.16913849115371704,0.0,0.16913849115371704,0.16913849115371704
91,92,30,1.2148506364839742,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,"['I feel frustrated and stuck.']","I feel frustrated and stuck.",1,"[-0.5485821962356567]",-0.5485821962356567,0.0,0.5485821962356567,0.5485821962356567
92,93,31,0.6256179740563451,-2.4838709677419355,0.0,0.0,0.0,0.0,0.034482758620689655,-0.034482758620689655,"['To distract from my laziness I would go out drinking multiple times a week and wake up so hungover that all of these issues were multiplied for the day.']","To distract from my laziness I would go out drinking multiple times a week and wake up so hungover that all of these issues were multiplied for the day.",1,"[-0.26651257276535034]",-0.26651257276535034,0.0,0.26651257276535034,0.26651257276535034
93,94,31,0.843698972969179,1.6129032258064515,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,"['Fast forward a few years and his singing voice got better.']","Fast forward a few years and his singing voice got better.",1,"[0.17495593428611755]",0.17495593428611755,0.17495593428611755,0.0,0.17495593428611755
94,95,29,0.5345224838248488,-2.0,0.11764705882352941,0.0,0.11764705882352941,0.0,0.058823529411764705,-0.058823529411764705,"[""He wouldn't think to do it himself, and that itself is a bit like laziness to me.""]","He wouldn't think to do it himself, and that itself is a bit like laziness to me.",1,"[-0.5365651249885559]",-0.5365651249885559,0.0,0.5365651249885559,0.5365651249885559
95,96,31,1.120675679442819,-0.45161290322580644,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,"['We only had 2 weeks before the event and given previous parties we knew people were expecting a lot more than what they had got.']","We only had 2 weeks before the event and given previous parties we knew people were expecting a lot more than what they had got.",1,"[0.0007358983857557178]",0.0007358983857557178,0.0007358983857557178,0.0,0.0007358983857557178
96,97,30,0.776079152261361,-1.8666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,"['and lily (plus cat and dog) all sprawled out like the lazy beings they were.']","and lily (plus cat and dog) all sprawled out like the lazy beings they were.",1,"[-0.47350767254829407]",-0.47350767254829407,0.0,0.47350767254829407,0.47350767254829407
97,98,30,1.0080138659874618,0.5333333333333333,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.0,0.06896551724137931,"[""so she wasn't in so much of a rush travelling, which gave her 3 hours to do activities outside of work before she had to be at the kids house.""]","so she wasn't in so much of a rush travelling, which gave her 3 hours to do activities outside of work before she had to be at the kids house.",1,"[0.029319705441594124]",0.029319705441594124,0.029319705441594124,0.0,0.029319705441594124
98,99,30,0.8276819867946673,2.066666666666667,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,"['My Father in Law decided to turn his life around throughout the Covid 19 Pandemic, after gaining a large amount of weight from being unhappy.']","My Father in Law decided to turn his life around throughout the Covid 19 Pandemic, after gaining a large amount of weight from being unhappy.",1,"[0.3574930429458618]",0.3574930429458618,0.3574930429458618,0.0,0.3574930429458618
99,100,31,0.9344079834686196,2.161290322580645,0.10714285714285714,0.0,0.10714285714285714,0.03571428571428571,0.0,0.03571428571428571,"['I had a difficult team to manage who were resistant to change, however, I wanted to make changes and make improvements to the service, which I pushed through.']","I had a difficult team to manage who were resistant to change, however, I wanted to make changes and make improvements to the service, which I pushed through.",1,"[-0.2028837651014328]",-0.2028837651014328,0.0,0.2028837651014328,0.2028837651014328
100,101,31,0.5829107532346262,-0.16129032258064516,0.1,0.1,0.1,0.0,0.0,0.0,"['When I first knew him, his wife was still alive.']","When I first knew him, his wife was still alive.",1,"[-0.040827713906764984]",-0.040827713906764984,0.0,0.040827713906764984,0.040827713906764984
101,102,30,1.50248835748162,-1.4666666666666666,0.0,0.0,0.0,0.125,0.0,0.125,"['There is always tomorrow to finish the task.']","There is always tomorrow to finish the task.",1,"[0.07339203357696533]",0.07339203357696533,0.07339203357696533,0.0,0.07339203357696533
102,103,30,0.5508613944197479,2.2,0.08695652173913043,0.0,0.08695652173913043,0.0,0.0,0.0,"['He took part in the race as he had planned and received a silver medal for his category for all of his efforts.']","He took part in the race as he had planned and received a silver medal for his category for all of his efforts.",1,"[0.37155023217201233]",0.37155023217201233,0.37155023217201233,0.0,0.37155023217201233
103,104,31,1.293490734241994,1.1612903225806452,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,"['so he really did have to fight to get in in the end']","so he really did have to fight to get in in the end",1,"[-0.016677889972925186]",-0.016677889972925186,0.0,0.016677889972925186,0.016677889972925186
104,105,29,0.7427813527082076,-1.8620689655172413,0.045454545454545456,0.0,0.045454545454545456,0.0,0.045454545454545456,-0.045454545454545456,"['I get used to resting a lot because of my illnesses and it is too easy to sit down and be lazy.']","I get used to resting a lot because of my illnesses and it is too easy to sit down and be lazy.",1,"[-0.336640864610672]",-0.336640864610672,0.0,0.336640864610672,0.336640864610672
105,106,30,0.563241847975046,0.4,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,"['We knew we had a few bits and bobs to do on the morning.']","We knew we had a few bits and bobs to do on the morning.",1,"[0.013923603110015392]",0.013923603110015392,0.013923603110015392,0.0,0.013923603110015392
106,107,31,0.39621868622242934,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,"['Towards the end of July I asked her how she was getting on with the money for her car insurance.']","Towards the end of July I asked her how she was getting on with the money for her car insurance.",1,"[0.03087994083762169]",0.03087994083762169,0.03087994083762169,0.0,0.03087994083762169
107,108,30,0.7022132498578066,2.3,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,"['I knew someone once who wanted to go to university and worked very very hard to do it.']","I knew someone once who wanted to go to university and worked very very hard to do it.",1,"[0.35016676783561707]",0.35016676783561707,0.35016676783561707,0.0,0.35016676783561707
108,109,29,1.1532776166577343,2.5172413793103448,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,"['He trained so hard for years until he eventually was able to complete marathons and even triathlons too.']","He trained so hard for years until he eventually was able to complete marathons and even triathlons too.",1,"[0.4748736619949341]",0.4748736619949341,0.4748736619949341,0.0,0.4748736619949341
109,110,31,0.5506594287321455,0.3548387096774194,0.0,0.0,0.0,0.0,0.0,0.0,"['Throughout this time I stayed in contact with him on and off.']","Throughout this time I stayed in contact with him on and off.",1,"[-0.046374280005693436]",-0.046374280005693436,0.0,0.046374280005693436,0.046374280005693436
110,111,30,0.7580980435789034,-0.3333333333333333,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,"[""He didn't even actually need to speak to my aunt, but that's fine.""]","He didn't even actually need to speak to my aunt, but that's fine.",1,"[-0.0749068632721901]",-0.0749068632721901,0.0,0.0749068632721901,0.0749068632721901
111,112,30,0.9948141396330237,-1.9,0.05,0.0,0.0,0.0,0.0,0.0,"['She told me that she would rather feel low and sad and cry all the time that feel absolutely nothing']","She told me that she would rather feel low and sad and cry all the time that feel absolutely nothing",1,"[-0.3924253284931183]",-0.3924253284931183,0.0,0.3924253284931183,0.3924253284931183
112,113,31,0.8449724815777467,1.7741935483870968,0.0,0.0,0.0,0.0,0.0,0.0,"['I also managed to lose around 2.5 stones in weight.']","I also managed to lose around 2.5 stones in weight.",1,"[0.17187254130840302]",0.17187254130840302,0.17187254130840302,0.0,0.17187254130840302
113,114,30,0.9071871393197362,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,"['In 2019 i got my first interview after i graduated from the University .']","In 2019 i got my first interview after i graduated from the University .",1,"[0.17915552854537964]",0.17915552854537964,0.17915552854537964,0.0,0.17915552854537964
114,115,31,0.9378538758639952,1.7096774193548387,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,"['This takes a lot of dedication from the swimmer and the parents giving them the taxi service to training and swim meets / galas.']","This takes a lot of dedication from the swimmer and the parents giving them the taxi service to training and swim meets / galas.",1,"[0.31417766213417053]",0.31417766213417053,0.31417766213417053,0.0,0.31417766213417053
115,116,30,0.9684683962230045,-0.4,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,"['I sat in the living room and watched some TV before deciding what to eat for dinner.']","I sat in the living room and watched some TV before deciding what to eat for dinner.",1,"[-0.08443274348974228]",-0.08443274348974228,0.0,0.08443274348974228,0.08443274348974228
116,117,31,1.243477607011797,1.2903225806451613,0.1,0.03333333333333333,0.1,0.0,0.0,0.0,"['He pretty much thought he had it in the bag, and so did everybody else seen as though he did the job pretty well on a day to day basis.']","He pretty much thought he had it in the bag, and so did everybody else seen as though he did the job pretty well on a day to day basis.",1,"[0.21267473697662354]",0.21267473697662354,0.21267473697662354,0.0,0.21267473697662354
117,118,30,1.0400044208570938,1.2333333333333334,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,"['A woman I work with is very good at her job.']","A woman I work with is very good at her job.",1,"[0.3178374171257019]",0.3178374171257019,0.3178374171257019,0.0,0.3178374171257019
118,119,29,0.724313842109842,1.896551724137931,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,"['Outside of the museum she was also very active in the local community.']","Outside of the museum she was also very active in the local community.",1,"[0.24697744846343994]",0.24697744846343994,0.24697744846343994,0.0,0.24697744846343994
119,120,29,1.250615611955566,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,"['Whilst i was being pampered the amazing room dresser was arranging the rooms downstairs with the surprise colour scheme for the groo, Aston Villa colours.']","Whilst i was being pampered the amazing room dresser was arranging the rooms downstairs with the surprise colour scheme for the groo, Aston Villa colours.",1,"[0.08542793244123459]",0.08542793244123459,0.08542793244123459,0.0,0.08542793244123459
120,121,31,1.048296108541282,-0.967741935483871,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,"['My friend, who works with primary and secondary schools providing sports events was unable to do their job for the majority of the pandemic.']","My friend, who works with primary and secondary schools providing sports events was unable to do their job for the majority of the pandemic.",1,"[-0.04655228182673454]",-0.04655228182673454,0.0,0.04655228182673454,0.04655228182673454
121,122,30,0.8847364696279086,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,"['My daughter was born full term and spent a few hours at hospital when she was born then we were allowed home.']","My daughter was born full term and spent a few hours at hospital when she was born then we were allowed home.",1,"[0.01838499866425991]",0.01838499866425991,0.01838499866425991,0.0,0.01838499866425991
122,123,30,0.858359836662575,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,"['She picked up her clothes and walked around me, her breasts inches from my face, her hand stroked my face as she moved to position herself behind me.']","She picked up her clothes and walked around me, her breasts inches from my face, her hand stroked my face as she moved to position herself behind me.",1,"[0.1009707823395729]",0.1009707823395729,0.1009707823395729,0.0,0.1009707823395729
123,124,30,1.0400044208570935,-1.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,"['I ended up not asking for one and not getting one unlike many of my peers.']","I ended up not asking for one and not getting one unlike many of my peers.",1,"[-0.4158889353275299]",-0.4158889353275299,0.0,0.4158889353275299,0.4158889353275299
124,125,30,0.7760791522613609,-0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,"['Unfortunately the interview was very different to what I was expecting.']","Unfortunately the interview was very different to what I was expecting.",1,"[-0.09436848759651184]",-0.09436848759651184,0.0,0.09436848759651184,0.09436848759651184
125,126,30,0.8995528902176072,1.1333333333333333,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,"['He was never a manager but worked there a long time though he had some good skills and also a lot of experience.']","He was never a manager but worked there a long time though he had some good skills and also a lot of experience.",1,"[0.2720010280609131]",0.2720010280609131,0.2720010280609131,0.0,0.2720010280609131
126,127,29,0.9284766908852593,0.8275862068965517,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,"[""I'm thinking of a particular friend whose main goal was to have two children and start a family.""]","I'm thinking of a particular friend whose main goal was to have two children and start a family.",1,"[0.2421555370092392]",0.2421555370092392,0.2421555370092392,0.0,0.2421555370092392
127,128,30,0.8603661343041528,1.8666666666666667,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,"['They saw great potential in my friend and decided to offer them a job within their company.']","They saw great potential in my friend and decided to offer them a job within their company.",1,"[0.3459088206291199]",0.3459088206291199,0.3459088206291199,0.0,0.3459088206291199
128,129,30,0.9965457582448796,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,"['By this time I was quite tired and hot.']","By this time I was quite tired and hot.",1,"[-0.2375880628824234]",-0.2375880628824234,0.0,0.2375880628824234,0.2375880628824234
129,130,30,0.8030115728972382,-2.1,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,"['I am not a very active person so it was never something I did with him.']","I am not a very active person so it was never something I did with him.",1,"[-0.5608693361282349]",-0.5608693361282349,0.0,0.5608693361282349,0.5608693361282349
130,131,30,0.9589266029707681,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,"['She has a husband and two children the same age as mine who are good friends and we have become good friends over the years because we all share interests.']","She has a husband and two children the same age as mine who are good friends and we have become good friends over the years because we all share interests.",1,"[-0.0009568306850269437]",-0.0009568306850269437,0.0,0.0009568306850269437,0.0009568306850269437
131,132,30,1.1957780134587124,1.1333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,"['Gyms were closed and my bike needed to be repaired which meant there was only one real option for exercise and that was running.']","Gyms were closed and my bike needed to be repaired which meant there was only one real option for exercise and that was running.",1,"[-0.16127735376358032]",-0.16127735376358032,0.0,0.16127735376358032,0.16127735376358032
132,133,30,0.9643054793328018,1.9666666666666666,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.03571428571428571,0.10714285714285714,"['I personally see this as laziness, however i am a very ambitious person and constantly want to strive for more, for a better life, better work, more money.']","I personally see this as laziness, however i am a very ambitious person and constantly want to strive for more, for a better life, better work, more money.",1,"[0.2127225548028946]",0.2127225548028946,0.2127225548028946,0.0,0.2127225548028946
133,134,29,1.2327629267209235,-1.6551724137931034,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,"['All the effort I had put in and the time and energy had all been for nothing.']","All the effort I had put in and the time and energy had all been for nothing.",1,"[0.06073936074972153]",0.06073936074972153,0.06073936074972153,0.0,0.06073936074972153
134,135,30,0.36514837167011077,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,"['I was hungry and thirsty after my journey-']","I was hungry and thirsty after my journey-",1,"[-0.22239747643470764]",-0.22239747643470764,0.0,0.22239747643470764,0.22239747643470764
135,136,30,0.7580980435789034,-0.3333333333333333,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,"[""I have a vague memory of then being taught how to float face down but that wasn't the most effective way of being able to swim.""]","I have a vague memory of then being taught how to float face down but that wasn't the most effective way of being able to swim.",1,"[-0.0893213152885437]",-0.0893213152885437,0.0,0.0893213152885437,0.0893213152885437
136,137,30,1.0742546199601597,2.1333333333333333,0.04,0.0,0.04,0.04,0.0,0.04,"['They realised it was up to them to make something of themselves as no other human being was going to run their lives for them.']","They realised it was up to them to make something of themselves as no other human being was going to run their lives for them.",1,"[0.4563606083393097]",0.4563606083393097,0.4563606083393097,0.0,0.4563606083393097
137,138,29,1.2105854952787558,1.5862068965517242,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,"['I planned everything as though it was a certain that i would get the results.']","I planned everything as though it was a certain that i would get the results.",1,"[0.25742194056510925]",0.25742194056510925,0.25742194056510925,0.0,0.25742194056510925
138,139,30,0.7302967433402215,-2.533333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,-0.16666666666666666,"['He was incredibly lazy and selfish.']","He was incredibly lazy and selfish.",1,"[-0.7662315368652344]",-0.7662315368652344,0.0,0.7662315368652344,0.7662315368652344
139,140,30,1.3373502709187437,0.06666666666666667,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,"['We finally found are boat when we went to look at another boat which turned out to need to much reovation.']","We finally found are boat when we went to look at another boat which turned out to need to much reovation.",1,"[0.059897281229496]",0.059897281229496,0.059897281229496,0.0,0.059897281229496
140,141,30,0.7648904962570577,-2.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,"['The irony is that they had a dishwasher but he would just pile everything in the kitchen sink or leave it where he had finished with it.']","The irony is that they had a dishwasher but he would just pile everything in the kitchen sink or leave it where he had finished with it.",1,"[-0.08371089398860931]",-0.08371089398860931,0.0,0.08371089398860931,0.08371089398860931
141,142,30,1.0553639672872464,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,"['He also fell for this and lost money.']","He also fell for this and lost money.",1,"[-0.40374085307121277]",-0.40374085307121277,0.0,0.40374085307121277,0.40374085307121277
142,143,29,0.5744991393237625,2.5172413793103448,0.0,0.0,0.0,0.05,0.025,0.025,"['After a very busy few months of getting up early before work to participate and learn in the bootcamp followed by working all day I managed to complete and pass the bootcamp with a series of projects under my belt.']","After a very busy few months of getting up early before work to participate and learn in the bootcamp followed by working all day I managed to complete and pass the bootcamp with a series of projects under my belt.",1,"[0.39673006534576416]",0.39673006534576416,0.39673006534576416,0.0,0.39673006534576416
143,144,30,0.9352607356658147,0.5666666666666667,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,"['The most glaring example being that I wanted to make a feature length film.']","The most glaring example being that I wanted to make a feature length film.",1,"[0.2530270516872406]",0.2530270516872406,0.2530270516872406,0.0,0.2530270516872406
144,145,30,1.135123670410602,0.43333333333333335,0.1,0.0,0.1,0.0,0.0,0.0,"['We decided to approach him again to ask if he could take the garden waste to the local recycling centre.']","We decided to approach him again to ask if he could take the garden waste to the local recycling centre.",1,"[0.14048972725868225]",0.14048972725868225,0.14048972725868225,0.0,0.14048972725868225
145,146,29,1.0527936095153945,1.4137931034482758,0.0,0.0,0.0,0.05,0.0,0.05,"['I was allocating tasks to everybody who was on shift, which is one of the first jobs of the day.']","I was allocating tasks to everybody who was on shift, which is one of the first jobs of the day.",1,"[0.15172956883907318]",0.15172956883907318,0.15172956883907318,0.0,0.15172956883907318
146,147,30,0.8502873077655143,2.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,"['She studied non-stop over a period of months and asked for support from those around her.']","She studied non-stop over a period of months and asked for support from those around her.",1,"[0.1033889502286911]",0.1033889502286911,0.1033889502286911,0.0,0.1033889502286911
147,148,31,1.3132902127084094,-1.5161290322580645,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,"['One of my biggest regrets in life is being unsuccessful with an area of my work and study.']","One of my biggest regrets in life is being unsuccessful with an area of my work and study.",1,"[-0.4654199481010437]",-0.4654199481010437,0.0,0.4654199481010437,0.4654199481010437
148,149,29,0.6394270834691721,1.8620689655172413,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,"['I have now accepted one of the roles and I am looking forward to starting with a new company as an Insight Analyst in just 3 weeks time.']","I have now accepted one of the roles and I am looking forward to starting with a new company as an Insight Analyst in just 3 weeks time.",1,"[0.20342230796813965]",0.20342230796813965,0.20342230796813965,0.0,0.20342230796813965
149,150,31,0.373878250552983,-0.16129032258064516,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,"['It was a probate sale and therefore could take time to exchange contracts.']","It was a probate sale and therefore could take time to exchange contracts.",1,"[-0.04961902275681496]",-0.04961902275681496,0.0,0.04961902275681496,0.04961902275681496
150,151,30,0.8502873077655143,2.033333333333333,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,"['He then increased the distance each week and soon he was doing multiple laps of the park and then going on the local streets.']","He then increased the distance each week and soon he was doing multiple laps of the park and then going on the local streets.",1,"[0.28907525539398193]",0.28907525539398193,0.28907525539398193,0.0,0.28907525539398193
151,152,29,0.25788071477756375,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,"['I was talking to the friend outside of class, when she brought up the presentation.']","I was talking to the friend outside of class, when she brought up the presentation.",1,"[-0.040575843304395676]",-0.040575843304395676,0.0,0.040575843304395676,0.040575843304395676
152,153,31,1.2048289933537482,-0.41935483870967744,0.04,0.0,0.04,0.04,0.0,0.04,"[""He didn't immediately tell anyone and so when I found out I felt very bad that he'd kept that and it must have been tough.""]","He didn't immediately tell anyone and so when I found out I felt very bad that he'd kept that and it must have been tough.",1,"[-0.1953914314508438]",-0.1953914314508438,0.0,0.1953914314508438,0.1953914314508438
153,154,31,1.0128210363202885,0.6774193548387096,0.05,0.0,0.05,0.05,0.0,0.05,"['When we first moved into our new house, there was a lot of renovation work and decorating to be done.']","When we first moved into our new house, there was a lot of renovation work and decorating to be done.",1,"[0.06041203439235687]",0.06041203439235687,0.06041203439235687,0.0,0.06041203439235687
154,155,30,1.0333518722845685,-0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,"['I remember she also smashed a favourite wine glass.']","I remember she also smashed a favourite wine glass.",1,"[-0.0749659463763237]",-0.0749659463763237,0.0,0.0749659463763237,0.0749659463763237
155,156,31,0.7897188828807974,1.903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.06451612903225806,"['My PE teacher also encouraged me to undertake this as I had shown significant activity where I could blitz past the rest of the field in the playground whilst playing football.']","My PE teacher also encouraged me to undertake this as I had shown significant activity where I could blitz past the rest of the field in the playground whilst playing football.",1,"[0.4409666657447815]",0.4409666657447815,0.4409666657447815,0.0,0.4409666657447815
156,157,30,1.0613372610104648,1.6666666666666667,0.14285714285714285,0.0,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,"['and I was sure that I had done very well in the written exams.']","and I was sure that I had done very well in the written exams.",1,"[0.34568914771080017]",0.34568914771080017,0.34568914771080017,0.0,0.34568914771080017
157,158,29,0.5766388083288672,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,"['We went to a sixth form college in Brighton in England.']","We went to a sixth form college in Brighton in England.",1,"[-0.03239413723349571]",-0.03239413723349571,0.0,0.03239413723349571,0.03239413723349571
158,159,30,1.5905612397739564,-0.43333333333333335,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0,0.05555555555555555,"['This was frustrating as I knew that I could have done better if only I had tried harder.']","This was frustrating as I knew that I could have done better if only I had tried harder.",1,"[-0.22335171699523926]",-0.22335171699523926,0.0,0.22335171699523926,0.22335171699523926
159,160,29,0.8567322497625796,1.6551724137931034,0.125,0.0625,0.125,0.0625,0.0,0.0625,"[""If I'm still trying then maybe there is still a chance of some success, however small.""]","If I'm still trying then maybe there is still a chance of some success, however small.",1,"[0.1940322369337082]",0.1940322369337082,0.1940322369337082,0.0,0.1940322369337082
160,161,30,1.0938700673013824,1.1,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,"['I was not a very good player, but I tried my best.']","I was not a very good player, but I tried my best.",1,"[-0.11215295642614365]",-0.11215295642614365,0.0,0.11215295642614365,0.11215295642614365
